Cod_ibge_M,Municipio,Cod_RA,Regiao_Administrativa,Regiao_Metropolitana,Cod_ibge_2,Populacao,Porte_populacao_2020,Latitude,Longitude
3515350,Euclides da Cunha Paulista,691,RA de Presidente Prudente,Demais municípios,351535,9.537,Mais de 5 mil até 10 mil,-22.519,-52.589
3532827,Nova Campina,696,RA de Itapeva,Demais municípios,353282,9.675,Mais de 5 mil até 10 mil,-24.189,-48.972
3555604,Uchôa,689,RA de São José do Rio Preto,Demais municípios,355560,9.683,Mais de 5 mil até 10 mil,-20.936,-49.157
3554706,Torrinha,686,RA de Campinas,Demais municípios,355470,9.713,Mais de 5 mil até 10 mil,-22.444,-48.164
3543808,Rinópolis,692,RA de Marília,Demais municípios,354380,9.720,Mais de 5 mil até 10 mil,-21.68,-50.717
3534757,Ouroeste,689,RA de São José do Rio Preto,Demais municípios,353475,9.777,Mais de 5 mil até 10 mil,-19.922,-50.402
3556354,Vargem,686,RA de Campinas,Demais municípios,355635,10.000,Mais de 5 mil até 10 mil,-22.89,-46.414
3509304,Cajobi,694,RA de Barretos,Demais municípios,350930,10.105,Mais de 10 mil até 20 mil,-20.873,-48.838
3520426,Ilha Comprida,682,RA de Registro,Demais municípios,352042,10.296,Mais de 10 mil até 20 mil,-24.86,-47.718
3543709,Rincão,693,RA Central,Demais municípios,354370,10.496,Mais de 10 mil até 20 mil,-21.593,-48.032
3536000,Parapuã,692,RA de Marília,Demais municípios,353600,10.507,Mais de 10 mil até 20 mil,-21.852,-50.821
3556602,Vera Cruz,692,RA de Marília,Demais municípios,355660,10.524,Mais de 10 mil até 20 mil,-22.234,-49.826
3516903,General Salgado,690,RA de Araçatuba,Demais municípios,351690,10.648,Mais de 10 mil até 20 mil,-20.638,-50.415
3532900,Nova Europa,693,RA Central,Demais municípios,353290,10.749,Mais de 10 mil até 20 mil,-21.773,-48.549
3532603,Nhandeara,689,RA de São José do Rio Preto,Demais municípios,353260,10.782,Mais de 10 mil até 20 mil,-20.672,-50.046
3506300,Bernardino de Campos,692,RA de Marília,Demais municípios,350630,10.787,Mais de 10 mil até 20 mil,-23.03,-49.491
3539004,Pirangi,694,RA de Barretos,Demais municípios,353900,10.823,Mais de 10 mil até 20 mil,-21.093,-48.669
3517000,Getulina,688,RA de Bauru,Demais municípios,351700,10.847,Mais de 10 mil até 20 mil,-21.783,-50.028
3503604,Areiópolis,685,RA de Sorocaba,Demais municípios,350360,10.857,Mais de 10 mil até 20 mil,-22.631,-48.652
3513900,Divinolândia,686,RA de Campinas,Demais municípios,351390,10.886,Mais de 10 mil até 20 mil,-21.661,-46.697
3537206,Pedro de Toledo,682,RA de Registro,Demais municípios,353720,10.977,Mais de 10 mil até 20 mil,-24.163,-47.163
3517901,Guaraci,694,RA de Barretos,Demais municípios,351790,10.978,Mais de 10 mil até 20 mil,-20.374,-49.002
3506904,Bofete,685,RA de Sorocaba,Demais municípios,350690,11.076,Mais de 10 mil até 20 mil,-23.128,-48.286
3557303,Estiva Gerbi,686,RA de Campinas,Demais municípios,355730,11.079,Mais de 10 mil até 20 mil,-22.235,-46.943
3519105,Iacanga,688,RA de Bauru,Demais municípios,351910,11.306,Mais de 10 mil até 20 mil,-21.89,-49.039
3544202,Riolândia,689,RA de São José do Rio Preto,Demais municípios,354420,11.431,Mais de 10 mil até 20 mil,-20.023,-49.709
3510708,Cardoso,689,RA de São José do Rio Preto,Demais municípios,351070,11.721,Mais de 10 mil até 20 mil,-20.066,-49.947
3552601,Tabapuã,689,RA de São José do Rio Preto,Demais municípios,355260,11.892,Mais de 10 mil até 20 mil,-20.931,-49.028
3550803,São Sebastião da Grama,686,RA de Campinas,Demais municípios,355080,11.936,Mais de 10 mil até 20 mil,-21.753,-46.752
3517208,Guaiçara,688,RA de Bauru,Demais municípios,351720,11.947,Mais de 10 mil até 20 mil,-21.573,-49.764
3514502,Duartina,688,RA de Bauru,Demais municípios,351450,11.975,Mais de 10 mil até 20 mil,-22.392,-49.413
3519402,Ibirá,689,RA de São José do Rio Preto,Demais municípios,351940,12.059,Mais de 10 mil até 20 mil,-21.073,-49.22
3504404,Avanhandava,690,RA de Araçatuba,Demais municípios,350440,12.114,Mais de 10 mil até 20 mil,-21.46,-49.947
3516002,Flórida Paulista,691,RA de Presidente Prudente,Demais municípios,351600,12.120,Mais de 10 mil até 20 mil,-21.54,-51.17
3506805,Bocaina,688,RA de Bauru,Demais municípios,350680,12.135,Mais de 10 mil até 20 mil,-22.104,-48.529
3535002,Palestina,689,RA de São José do Rio Preto,Demais municípios,353500,12.160,Mais de 10 mil até 20 mil,-20.321,-49.497
3557204,Chavantes,692,RA de Marília,Demais municípios,355720,12.223,Mais de 10 mil até 20 mil,-23.046,-49.726
3509908,Cananéia,682,RA de Registro,Demais municípios,350990,12.341,Mais de 10 mil até 20 mil,-25.018,-48.007
3529807,Mineiros do Tietê,688,RA de Bauru,Demais municípios,352980,12.597,Mais de 10 mil até 20 mil,-22.463,-48.433
3553609,Tapiratiba,686,RA de Campinas,Demais municípios,355360,12.610,Mais de 10 mil até 20 mil,-21.45,-46.742
3551801,Sete Barras,682,RA de Registro,Demais municípios,355180,12.628,Mais de 10 mil até 20 mil,-24.273,-47.933
3525508,Joanópolis,686,RA de Campinas,Demais municípios,352550,12.666,Mais de 10 mil até 20 mil,-22.938,-46.209
3556107,Valentim Gentil,689,RA de São José do Rio Preto,Demais municípios,355610,12.770,Mais de 10 mil até 20 mil,-20.42,-50.101
3542909,Ribeirão Bonito,693,RA Central,Demais municípios,354290,12.959,Mais de 10 mil até 20 mil,-22.059,-48.185
3535101,Palmares Paulista,689,RA de São José do Rio Preto,Demais municípios,353510,12.997,Mais de 10 mil até 20 mil,-21.104,-48.826
3534906,Pacaembu,691,RA de Presidente Prudente,Demais municípios,353490,13.056,Mais de 10 mil até 20 mil,-21.495,-51.274
3556008,Urupês,689,RA de São José do Rio Preto,Demais municípios,355600,13.164,Mais de 10 mil até 20 mil,-21.204,-49.264
3539400,Piratininga,688,RA de Bauru,Demais municípios,353940,13.213,Mais de 10 mil até 20 mil,-22.425,-49.192
3553005,Taguaí,696,RA de Itapeva,Demais municípios,355300,13.319,Mais de 10 mil até 20 mil,-23.474,-49.397
3528809,Maracaí,692,RA de Marília,Demais municípios,352880,13.521,Mais de 10 mil até 20 mil,-22.652,-50.745
3541208,Presidente Bernardes,691,RA de Presidente Prudente,Demais municípios,354120,13.720,Mais de 10 mil até 20 mil,-22.107,-51.62
3522901,Itapuí,688,RA de Bauru,Demais municípios,352290,13.779,Mais de 10 mil até 20 mil,-22.25,-48.701
3541703,Quatá,692,RA de Marília,Demais municípios,354170,13.935,Mais de 10 mil até 20 mil,-22.206,-50.645
3536307,Patrocínio Paulista,695,RA de Franca,Demais municípios,353630,14.463,Mais de 10 mil até 20 mil,-20.703,-47.289
3504206,Auriflama,690,RA de Araçatuba,Demais municípios,350420,14.471,Mais de 10 mil até 20 mil,-20.643,-50.579
3520905,Ipaussu,692,RA de Marília,Demais municípios,352090,14.506,Mais de 10 mil até 20 mil,-23.065,-49.607
3506706,Boa Esperança do Sul,693,RA Central,Demais municípios,350670,14.582,Mais de 10 mil até 20 mil,-21.934,-48.463
3521903,Itajobi,689,RA de São José do Rio Preto,Demais municípios,352190,14.614,Mais de 10 mil até 20 mil,-21.355,-49.053
3522802,Itaporanga,696,RA de Itapeva,Demais municípios,352280,14.688,Mais de 10 mil até 20 mil,-23.672,-49.458
3538204,Pinhalzinho,686,RA de Campinas,Demais municípios,353820,14.755,Mais de 10 mil até 20 mil,-22.778,-46.573
3553955,Tarumã,692,RA de Marília,Demais municípios,355395,14.806,Mais de 10 mil até 20 mil,-22.763,-50.601
3555109,Tupi Paulista,691,RA de Presidente Prudente,Demais municípios,355510,14.878,Mais de 10 mil até 20 mil,-21.39,-51.587
3545605,Santa Adélia,689,RA de São José do Rio Preto,Demais municípios,354560,14.892,Mais de 10 mil até 20 mil,-21.317,-48.818
3535408,Panorama,691,RA de Presidente Prudente,Demais municípios,353540,15.199,Mais de 10 mil até 20 mil,-21.462,-51.856
3514809,Eldorado,682,RA de Registro,Demais municípios,351480,15.236,Mais de 10 mil até 20 mil,-24.494,-48.232
3507407,Borborema,693,RA Central,Demais municípios,350740,15.323,Mais de 10 mil até 20 mil,-21.61,-49.072
3515400,Fartura,696,RA de Itapeva,Demais municípios,351540,15.644,Mais de 10 mil até 20 mil,-23.389,-49.519
3518503,Guareí,685,RA de Sorocaba,Demais municípios,351850,15.750,Mais de 10 mil até 20 mil,-23.37,-48.219
3521309,Ipuã,695,RA de Franca,Demais municípios,352130,15.861,Mais de 10 mil até 20 mil,-20.417,-48.066
3552700,Tabatinga,693,RA Central,Demais municípios,355270,15.897,Mais de 10 mil até 20 mil,-21.712,-48.629
3538105,Pindorama,689,RA de São José do Rio Preto,Demais municípios,353810,16.255,Mais de 10 mil até 20 mil,-21.209,-48.911
3537008,Pedregulho,695,RA de Franca,Demais municípios,353700,16.279,Mais de 10 mil até 20 mil,-20.205,-47.439
3504602,Bady Bassitt,689,RA de São José do Rio Preto,Demais municípios,350460,16.329,Mais de 10 mil até 20 mil,-20.931,-49.437
3508108,Buritama,690,RA de Araçatuba,Demais municípios,350810,16.596,Mais de 10 mil até 20 mil,-21.048,-50.2
3540804,Potirendaba,689,RA de São José do Rio Preto,Demais municípios,354080,16.605,Mais de 10 mil até 20 mil,-21.075,-49.391
3528007,Macatuba,688,RA de Bauru,Demais municípios,352800,16.932,Mais de 10 mil até 20 mil,-22.486,-48.718
3511706,Charqueada,686,RA de Campinas,Demais municípios,351170,16.933,Mais de 10 mil até 20 mil,-22.529,-47.746
3551900,Severínia,694,RA de Barretos,Demais municípios,355190,17.126,Mais de 10 mil até 20 mil,-20.792,-48.793
3512308,Conchas,685,RA de Sorocaba,Demais municípios,351230,17.134,Mais de 10 mil até 20 mil,-22.965,-48.047
3523602,Itirapina,686,RA de Campinas,Demais municípios,352360,17.162,Mais de 10 mil até 20 mil,-22.294,-47.833
3524600,Jacupiranga,682,RA de Registro,Demais municípios,352460,17.222,Mais de 10 mil até 20 mil,-24.777,-48.053
3508801,Cafelândia,688,RA de Bauru,Demais municípios,350880,17.244,Mais de 10 mil até 20 mil,-21.73,-49.548
3523305,Itariri,682,RA de Registro,Demais municípios,352330,17.274,Mais de 10 mil até 20 mil,-24.292,-47.127
3514908,Elias Fausto,686,RA de Campinas,Demais municípios,351490,17.346,Mais de 10 mil até 20 mil,-23.07,-47.37
3512001,Colina,694,RA de Barretos,Demais municípios,351200,17.603,Mais de 10 mil até 20 mil,-20.745,-48.588
3521705,Itaberá,696,RA de Itapeva,Demais municípios,352170,17.614,Mais de 10 mil até 20 mil,-23.871,-49.142
3543006,Ribeirão Branco,696,RA de Itapeva,Demais municípios,354300,17.685,Mais de 10 mil até 20 mil,-24.255,-48.778
3530201,Mirante do Paranapanema,691,RA de Presidente Prudente,Demais municípios,353020,17.769,Mais de 10 mil até 20 mil,-22.349,-51.998
3517604,Guapiara,696,RA de Itapeva,Demais municípios,351760,17.775,Mais de 10 mil até 20 mil,-24.212,-48.555
3531506,Monte Azul Paulista,694,RA de Barretos,Demais municípios,353150,18.191,Mais de 10 mil até 20 mil,-20.908,-48.681
3556800,Viradouro,694,RA de Barretos,Demais municípios,355680,18.347,Mais de 10 mil até 20 mil,-20.884,-48.309
3500501,Águas de Lindóia,686,RA de Campinas,Demais municípios,350050,18.374,Mais de 10 mil até 20 mil,-22.474,-46.603
3544251,Rosana,691,RA de Presidente Prudente,Demais municípios,354425,18.387,Mais de 10 mil até 20 mil,-22.488,-52.834
3532405,Nazaré Paulista,686,RA de Campinas,Demais municípios,353240,18.445,Mais de 10 mil até 20 mil,-23.191,-46.366
3526100,Juquiá,682,RA de Registro,Demais municípios,352610,18.828,Mais de 10 mil até 20 mil,-24.213,-47.652
3508702,Caconde,686,RA de Campinas,Demais municípios,350870,18.854,Mais de 10 mil até 20 mil,-21.539,-46.617
3511409,Cerqueira César,685,RA de Sorocaba,Demais municípios,351140,19.213,Mais de 10 mil até 20 mil,-23.059,-49.143
3536208,Pariquera-Açu,682,RA de Registro,Demais municípios,353620,19.251,Mais de 10 mil até 20 mil,-24.677,-47.849
3542404,Regente Feijó,691,RA de Presidente Prudente,Demais municípios,354240,19.491,Mais de 10 mil até 20 mil,-22.251,-51.294
3508009,Buri,696,RA de Itapeva,Demais municípios,350800,19.678,Mais de 10 mil até 20 mil,-23.751,-48.575
3529906,Miracatu,682,RA de Registro,Demais municípios,352990,19.934,Mais de 10 mil até 20 mil,-24.194,-47.394
3535804,Paranapanema,696,RA de Itapeva,Demais municípios,353580,19.962,Mais de 10 mil até 20 mil,-23.438,-48.795
3526001,Junqueirópolis,691,RA de Presidente Prudente,Demais municípios,352600,20.065,Mais de 20 mil até 50 mil,-21.448,-51.435
3547700,Santo Anastácio,691,RA de Presidente Prudente,Demais municípios,354770,20.127,Mais de 20 mil até 50 mil,-22.037,-51.722
3505807,Bastos,692,RA de Marília,Demais municípios,350580,20.301,Mais de 20 mil até 50 mil,-21.95,-50.744
3523503,Itatinga,685,RA de Sorocaba,Demais municípios,352350,20.550,Mais de 20 mil até 50 mil,-23.153,-48.629
3511003,Castilho,690,RA de Araçatuba,Demais municípios,351100,20.728,Mais de 20 mil até 50 mil,-20.898,-51.57
3517703,Guará,695,RA de Franca,Demais municípios,351770,20.824,Mais de 20 mil até 50 mil,-20.482,-47.774
3517505,Guapiaçu,689,RA de São José do Rio Preto,Demais municípios,351750,20.848,Mais de 20 mil até 50 mil,-20.742,-49.189
3533007,Nova Granada,689,RA de São José do Rio Preto,Demais municípios,353300,20.918,Mais de 20 mil até 50 mil,-20.475,-49.331
3527405,Lucélia,691,RA de Presidente Prudente,Demais municípios,352740,21.019,Mais de 20 mil até 50 mil,-21.643,-50.991
3540002,Pompéia,692,RA de Marília,Demais municípios,354000,21.282,Mais de 20 mil até 50 mil,-22.029,-50.187
3529708,Miguelópolis,695,RA de Franca,Demais municípios,352970,21.424,Mais de 20 mil até 50 mil,-20.184,-48.105
3535309,Palmital,692,RA de Marília,Demais municípios,353530,21.599,Mais de 20 mil até 50 mil,-22.828,-50.22
3554300,Teodoro Sampaio,691,RA de Presidente Prudente,Demais municípios,355430,22.414,Mais de 20 mil até 50 mil,-22.416,-52.374
3553807,Taquarituba,696,RA de Itapeva,Demais municípios,355380,23.193,Mais de 20 mil até 50 mil,-23.529,-49.234
3538907,Pirajuí,688,RA de Bauru,Demais municípios,353890,23.259,Mais de 20 mil até 50 mil,-21.957,-49.413
3531407,Monte Aprazível,689,RA de São José do Rio Preto,Demais municípios,353140,23.458,Mais de 20 mil até 50 mil,-20.737,-49.765
3521408,Iracemápolis,686,RA de Campinas,Demais municípios,352140,23.654,Mais de 20 mil até 50 mil,-22.593,-47.523
3501301,Álvares Machado,691,RA de Presidente Prudente,Demais municípios,350130,23.789,Mais de 20 mil até 50 mil,-22.131,-51.515
3507902,Brotas,686,RA de Campinas,Demais municípios,350790,23.850,Mais de 20 mil até 50 mil,-22.272,-48.081
3556305,Valparaíso,690,RA de Araçatuba,Demais municípios,355630,23.988,Mais de 20 mil até 50 mil,-21.202,-50.923
3520004,Igaraçu do Tietê,688,RA de Bauru,Demais municípios,352000,24.135,Mais de 20 mil até 50 mil,-22.541,-48.574
3507100,Bom Jesus dos Perdões,686,RA de Campinas,Demais municípios,350710,24.291,Mais de 20 mil até 50 mil,-23.172,-46.479
3512407,Cordeirópolis,686,RA de Campinas,Demais municípios,351240,24.356,Mais de 20 mil até 50 mil,-22.479,-47.414
3502200,Angatuba,696,RA de Itapeva,Demais municípios,350220,24.501,Mais de 20 mil até 50 mil,-23.436,-48.459
3502705,Apiaí,696,RA de Itapeva,Demais municípios,350270,24.666,Mais de 20 mil até 50 mil,-24.421,-48.817
3553401,Tanabi,689,RA de São José do Rio Preto,Demais municípios,355340,25.105,Mais de 20 mil até 50 mil,-20.531,-49.646
3537404,Pereira Barreto,690,RA de Araçatuba,Demais municípios,353740,25.391,Mais de 20 mil até 50 mil,-20.677,-51.105
3529203,Martinópolis,691,RA de Presidente Prudente,Demais municípios,352920,25.668,Mais de 20 mil até 50 mil,-22.171,-51.123
3520442,Ilha Solteira,690,RA de Araçatuba,Demais municípios,352044,25.748,Mais de 20 mil até 50 mil,-20.431,-51.258
3546702,Santa Gertrudes,686,RA de Campinas,Demais municípios,354670,26.189,Mais de 20 mil até 50 mil,-22.474,-47.521
3538600,Piracaia,686,RA de Campinas,Demais municípios,353860,26.287,Mais de 20 mil até 50 mil,-23.046,-46.302
3521804,Itaí,696,RA de Itapeva,Demais municípios,352180,26.507,Mais de 20 mil até 50 mil,-23.472,-49.053
3514106,Dois Córregos,688,RA de Bauru,Demais municípios,351410,26.972,Mais de 20 mil até 50 mil,-22.395,-48.34
3539202,Pirapozinho,691,RA de Presidente Prudente,Demais municípios,353920,27.213,Mais de 20 mil até 50 mil,-22.479,-51.62
3512209,Conchal,686,RA de Campinas,Demais municípios,351220,27.284,Mais de 20 mil até 50 mil,-22.368,-47.141
3551603,Serra Negra,686,RA de Campinas,Demais municípios,355160,27.440,Mais de 20 mil até 50 mil,-22.588,-46.686
3526407,Laranjal Paulista,685,RA de Sorocaba,Demais municípios,352640,27.834,Mais de 20 mil até 50 mil,-23.011,-47.865
3538808,Piraju,696,RA de Itapeva,Demais municípios,353880,28.574,Mais de 20 mil até 50 mil,-23.186,-49.366
3530102,Mirandópolis,690,RA de Araçatuba,Demais municípios,353010,28.646,Mais de 20 mil até 50 mil,-21.08,-51.13
3542206,Rancharia,691,RA de Presidente Prudente,Demais municípios,354220,28.847,Mais de 20 mil até 50 mil,-22.282,-50.928
3509254,Cajati,682,RA de Registro,Demais municípios,350925,28.992,Mais de 20 mil até 50 mil,-24.772,-48.195
3520103,Igarapava,695,RA de Franca,Demais municípios,352010,29.456,Mais de 20 mil até 50 mil,-20.063,-47.682
3510807,Casa Branca,686,RA de Campinas,Demais municípios,351080,29.462,Mais de 20 mil até 50 mil,-21.8,-47.087
3520301,Iguape,682,RA de Registro,Demais municípios,352030,29.465,Mais de 20 mil até 50 mil,-24.549,-47.474
3525201,Jarinu,686,RA de Campinas,Demais municípios,352520,29.820,Mais de 20 mil até 50 mil,-23.111,-46.721
3510005,Cândido Mota,692,RA de Marília,Demais municípios,351000,30.019,Mais de 20 mil até 50 mil,-22.808,-50.421
3546603,Santa Fé do Sul,689,RA de São José do Rio Preto,Demais municípios,354660,30.804,Mais de 20 mil até 50 mil,-20.241,-50.95
3534609,Osvaldo Cruz,691,RA de Presidente Prudente,Demais municípios,353460,31.263,Mais de 20 mil até 50 mil,-21.732,-50.874
3518206,Guararapes,690,RA de Araçatuba,Demais municípios,351820,32.076,Mais de 20 mil até 50 mil,-21.285,-50.695
3513702,Descalvado,693,RA Central,Demais municípios,351370,32.430,Mais de 20 mil até 50 mil,-21.88,-47.654
3546306,Santa Cruz das Palmeiras,686,RA de Campinas,Demais municípios,354630,33.729,Mais de 20 mil até 50 mil,-21.855,-47.25
3500105,Adamantina,691,RA de Presidente Prudente,Demais municípios,350010,33.894,Mais de 20 mil até 50 mil,-21.576,-51.056
3505203,Bariri,688,RA de Bauru,Demais municípios,350520,33.993,Mais de 20 mil até 50 mil,-22.066,-48.718
3550407,São Pedro,686,RA de Campinas,Demais municípios,355040,34.208,Mais de 20 mil até 50 mil,-22.557,-47.924
3544004,Rio das Pedras,686,RA de Campinas,Demais municípios,354400,34.416,Mais de 20 mil até 50 mil,-22.85,-47.598
3519303,Ibaté,693,RA Central,Demais municípios,351930,34.738,Mais de 20 mil até 50 mil,-21.95,-48.027
3505302,Barra Bonita,688,RA de Bauru,Demais municípios,350530,34.914,Mais de 20 mil até 50 mil,-22.479,-48.541
3500303,Aguaí,686,RA de Campinas,Demais municípios,350030,35.608,Mais de 20 mil até 50 mil,-22.049,-47.04
3525706,José Bonifácio,689,RA de São José do Rio Preto,Demais municípios,352570,35.981,Mais de 20 mil até 50 mil,-21.089,-49.779
3500709,Agudos,688,RA de Bauru,Demais municípios,350070,36.134,Mais de 20 mil até 50 mil,-22.571,-49.108
3541505,Presidente Venceslau,691,RA de Presidente Prudente,Demais municípios,354150,38.005,Mais de 20 mil até 50 mil,-21.792,-51.838
3552106,Socorro,686,RA de Campinas,Demais municípios,355210,38.783,Mais de 20 mil até 50 mil,-22.611,-46.524
3533502,Novo Horizonte,689,RA de São José do Rio Preto,Demais municípios,353350,38.954,Mais de 20 mil até 50 mil,-21.468,-49.283
3517406,Guaíra,694,RA de Barretos,Demais municípios,351740,39.061,Mais de 20 mil até 50 mil,-20.313,-48.364
3550100,São Manuel,685,RA de Sorocaba,Demais municípios,355010,39.574,Mais de 20 mil até 50 mil,-22.681,-48.54
3541604,Promissão,688,RA de Bauru,Demais municípios,354160,39.667,Mais de 20 mil até 50 mil,-21.524,-49.87
3501707,Américo Brasiliense,693,RA Central,Demais municípios,350170,40.243,Mais de 20 mil até 50 mil,-21.721,-48.031
3524105,Ituverava,695,RA de Franca,Demais municípios,352410,40.246,Mais de 20 mil até 50 mil,-20.329,-47.809
3556404,Vargem Grande do Sul,686,RA de Campinas,Demais municípios,355640,41.501,Mais de 20 mil até 50 mil,-21.86,-46.898
3522703,Itápolis,693,RA Central,Demais municípios,352270,41.548,Mais de 20 mil até 50 mil,-21.547,-48.815
3541307,Presidente Epitácio,691,RA de Presidente Prudente,Demais municípios,354130,42.400,Mais de 20 mil até 50 mil,-21.91,-52.175
3516705,Garça,692,RA de Marília,Demais municípios,351670,42.483,Mais de 20 mil até 50 mil,-22.23,-49.689
3515186,Espírito Santo do Pinhal,686,RA de Campinas,Demais municípios,351518,42.573,Mais de 20 mil até 50 mil,-22.192,-46.793
3535507,Paraguaçu Paulista,692,RA de Marília,Demais municípios,353550,44.180,Mais de 20 mil até 50 mil,-22.459,-50.626
3514403,Dracena,691,RA de Presidente Prudente,Demais municípios,351440,44.995,Mais de 20 mil até 50 mil,-21.556,-51.584
3536703,Pederneiras,688,RA de Bauru,Demais municípios,353670,45.570,Mais de 20 mil até 50 mil,-22.3,-48.86
3546405,Santa Cruz do Rio Pardo,692,RA de Marília,Demais municípios,354640,46.110,Mais de 20 mil até 50 mil,-22.809,-49.568
3510203,Capão Bonito,696,RA de Itapeva,Demais municípios,351020,46.418,Mais de 20 mil até 50 mil,-24.038,-48.289
3524808,Jales,689,RA de São José do Rio Preto,Demais municípios,352480,47.254,Mais de 20 mil até 50 mil,-20.285,-50.554
3527306,Louveira,686,RA de Campinas,Demais municípios,352730,48.268,Mais de 20 mil até 50 mil,-23.083,-46.937
3523206,Itararé,696,RA de Itapeva,Demais municípios,352320,49.018,Mais de 20 mil até 50 mil,-24.079,-49.303
3508405,Cabreúva,686,RA de Campinas,Demais municípios,350840,49.430,Mais de 20 mil até 50 mil,-23.3,-47.079
3549409,São Joaquim da Barra,695,RA de Franca,Demais municípios,354940,50.274,Mais de 50 mil até 100 mil,-20.55,-47.938
3533908,Olímpia,694,RA de Barretos,Demais municípios,353390,52.516,Mais de 50 mil até 100 mil,-20.704,-48.959
3549706,São José do Rio Pardo,686,RA de Campinas,Demais municípios,354970,53.206,Mais de 50 mil até 100 mil,-21.603,-46.879
3540705,Porto Ferreira,693,RA Central,Demais municípios,354070,54.102,Mais de 50 mil até 100 mil,-21.842,-47.447
3542602,Registro,682,RA de Registro,Demais municípios,354260,54.216,Mais de 50 mil até 100 mil,-24.503,-47.82
3510401,Capivari,686,RA de Campinas,Demais municípios,351040,54.231,Mais de 50 mil até 100 mil,-22.98,-47.477
3553708,Taquaritinga,693,RA Central,Demais municípios,355370,54.499,Mais de 50 mil até 100 mil,-21.425,-48.537
3502101,Andradina,690,RA de Araçatuba,Demais municípios,350210,56.054,Mais de 50 mil até 100 mil,-20.835,-51.329
3530300,Mirassol,689,RA de São José do Rio Preto,Demais municípios,353030,57.824,Mais de 50 mil até 100 mil,-20.827,-49.504
3519600,Ibitinga,693,RA Central,Demais municípios,351960,58.501,Mais de 50 mil até 100 mil,-21.792,-48.847
3524006,Itupeva,686,RA de Campinas,Demais municípios,352400,59.159,Mais de 50 mil até 100 mil,-23.146,-47.068
3537305,Penápolis,690,RA de Araçatuba,Demais municípios,353730,60.774,Mais de 50 mil até 100 mil,-21.405,-50.095
3555000,Tupã,692,RA de Marília,Demais municípios,355500,62.843,Mais de 50 mil até 100 mil,-21.947,-50.534
3515509,Fernandópolis,689,RA de São José do Rio Preto,Demais municípios,351550,66.112,Mais de 50 mil até 100 mil,-20.271,-50.283
3526803,Lençóis Paulista,688,RA de Bauru,Demais municípios,352680,66.343,Mais de 50 mil até 100 mil,-22.675,-48.824
3501905,Amparo,686,RA de Campinas,Demais municípios,350190,69.639,Mais de 50 mil até 100 mil,-22.698,-46.798
3522604,Itapira,686,RA de Campinas,Demais municípios,352260,71.500,Mais de 50 mil até 100 mil,-22.431,-46.771
3539301,Pirassununga,686,RA de Campinas,Demais municípios,353930,73.706,Mais de 50 mil até 100 mil,-21.995,-47.389
3506102,Bebedouro,694,RA de Barretos,Demais municípios,350610,74.155,Mais de 50 mil até 100 mil,-20.94,-48.51
3527108,Lins,688,RA de Bauru,Demais municípios,352710,75.087,Mais de 50 mil até 100 mil,-21.649,-49.683
3529302,Matão,693,RA Central,Demais municípios,352930,80.020,Mais de 50 mil até 100 mil,-21.609,-48.43
3509601,Campo Limpo Paulista,686,RA de Campinas,Demais municípios,350960,82.842,Mais de 50 mil até 100 mil,-23.218,-46.76
3549102,São João da Boa Vista,686,RA de Campinas,Demais municípios,354910,87.340,Mais de 50 mil até 100 mil,-21.977,-46.802
3504503,Avaré,685,RA de Sorocaba,Demais municípios,350450,87.538,Mais de 50 mil até 100 mil,-23.075,-48.894
3530805,Moji Mirim,686,RA de Campinas,Demais municípios,353080,90.439,Mais de 50 mil até 100 mil,-22.45,-46.988
3522406,Itapeva,696,RA de Itapeva,Demais municípios,352240,91.693,Mais de 50 mil até 100 mil,-23.913,-48.871
3557105,Votuporanga,689,RA de São José do Rio Preto,Demais municípios,355710,91.760,Mais de 50 mil até 100 mil,-20.457,-49.989
3526704,Leme,686,RA de Campinas,Demais municípios,352670,100.975,Mais de 100 mil até 200 mil,-22.171,-47.337
3504008,Assis,692,RA de Marília,Demais municípios,350400,101.381,Mais de 100 mil até 200 mil,-22.601,-50.42
3534708,Ourinhos,692,RA de Marília,Demais municípios,353470,110.489,Mais de 100 mil até 200 mil,-22.952,-49.852
3511102,Catanduva,689,RA de São José do Rio Preto,Demais municípios,351110,117.206,Mais de 100 mil até 200 mil,-21.133,-48.963
3505500,Barretos,694,RA de Barretos,Demais municípios,350550,118.048,Mais de 100 mil até 200 mil,-20.513,-48.652
3556503,Várzea Paulista,686,RA de Campinas,Demais municípios,355650,120.535,Mais de 100 mil até 200 mil,-23.219,-46.824
3506508,Birigui,690,RA de Araçatuba,Demais municípios,350650,121.329,Mais de 100 mil até 200 mil,-21.261,-50.35
3503307,Araras,686,RA de Campinas,Demais municípios,350330,131.057,Mais de 100 mil até 200 mil,-22.345,-47.323
3504107,Atibaia,686,RA de Campinas,Demais municípios,350410,139.606,Mais de 100 mil até 200 mil,-23.123,-46.586
3507506,Botucatu,685,RA de Sorocaba,Demais municípios,350750,141.135,Mais de 100 mil até 200 mil,-22.862,-48.468
3525300,Jaú,688,RA de Bauru,Demais municípios,352530,147.505,Mais de 100 mil até 200 mil,-22.295,-48.555
3530706,Mogi Guaçu,686,RA de Campinas,Demais municípios,353070,148.325,Mais de 100 mil até 200 mil,-22.231,-47.028
3507605,Bragança Paulista,686,RA de Campinas,Demais municípios,350760,163.980,Mais de 100 mil até 200 mil,-22.938,-46.556
