Cod_ibge_M,Municipio,Cod_RA,Regiao_Administrativa,Regiao_Metropolitana,Cod_ibge_2,Populacao,Porte_populacao_2020,Latitude,Longitude
3502804,Araçatuba,690,RA de Araçatuba,Demais municípios,350280,190.469,Mais de 100 mil até 200 mil,-21.113,-50.574
3543907,Rio Claro,686,RA de Campinas,Demais municípios,354390,201.212,Mais de 200 mil até 500 mil,-22.373,-47.579
3541406,Presidente Prudente,691,RA de Presidente Prudente,Demais municípios,354140,221.073,Mais de 200 mil até 500 mil,-21.993,-51.343
3503208,Araraquara,693,RA Central,Demais municípios,350320,227.618,Mais de 200 mil até 500 mil,-21.791,-48.181
3529005,Marília,692,RA de Marília,Demais municípios,352900,231.554,Mais de 200 mil até 500 mil,-22.178,-49.982
3548906,São Carlos,693,RA Central,Demais municípios,354890,242.632,Mais de 200 mil até 500 mil,-21.918,-47.867
3526902,Limeira,686,RA de Campinas,Demais municípios,352690,296.300,Mais de 200 mil até 500 mil,-22.598,-47.363
3516200,Franca,695,RA de Franca,Demais municípios,351620,342.125,Mais de 200 mil até 500 mil,-20.554,-47.381
3506003,Bauru,688,RA de Bauru,Demais municípios,350600,364.225,Mais de 200 mil até 500 mil,-22.253,-49.126
3538709,Piracicaba,686,RA de Campinas,Demais municípios,353870,389.873,Mais de 200 mil até 500 mil,-22.726,-47.783
3525904,Jundiaí,686,RA de Campinas,Demais municípios,352590,407.016,Mais de 200 mil até 500 mil,-23.194,-46.912
3549805,São José do Rio Preto,689,RA de São José do Rio Preto,Demais municípios,354980,447.924,Mais de 200 mil até 500 mil,-20.797,-49.357
3546256,Santa Cruz da Esperança,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354625,2.077,Até 5 mil,-21.274,-47.439
3503158,Arapeí,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350315,2.471,Até 5 mil,-22.673,-44.438
3510906,Cássia dos Coqueiros,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,351090,2.495,Até 5 mil,-21.262,-47.143
3553658,Taquaral,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,355365,2.751,Até 5 mil,-21.068,-48.399
3525854,Jumirim,685,RA de Sorocaba,RM  de Sorocaba,352585,3.306,Até 5 mil,-23.099,-47.788
3542305,Redenção da Serra,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354230,3.837,Até 5 mil,-23.253,-45.526
3503505,Areias,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350350,3.843,Até 5 mil,-22.672,-44.712
3549607,São José do Barreiro,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354960,4.070,Até 5 mil,-22.748,-44.587
3531704,Monteiro Lobato,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,353170,4.465,Até 5 mil,-22.936,-45.804
3526308,Lagoinha,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352630,4.819,Até 5 mil,-23.085,-45.206
3509957,Canas,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350995,5.064,Mais de 5 mil até 10 mil,-22.73,-45.04
3500758,Alambari,685,RA de Sorocaba,RM  de Sorocaba,350075,5.779,Mais de 5 mil até 10 mil,-23.548,-47.868
3552007,Silveiras,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355200,6.204,Mais de 5 mil até 10 mil,-22.734,-44.84
3524907,Jambeiro,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352490,6.214,Mais de 5 mil até 10 mil,-23.279,-45.71
3553203,Taiúva,694,RA de Barretos,RM  de Ribeirão Preto,355320,6.278,Mais de 5 mil até 10 mil,-21.132,-48.428
3548203,Santo Antonio do Pinhal,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354820,6.628,Mais de 5 mil até 10 mil,-22.831,-45.699
3547908,Santo Antonio da Alegria,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354790,6.637,Mais de 5 mil até 10 mil,-21.092,-47.195
3532306,Natividade da Serra,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,353230,6.698,Mais de 5 mil até 10 mil,-23.414,-45.381
3526605,Lavrinhas,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352660,7.167,Mais de 5 mil até 10 mil,-22.52,-44.888
3533601,Nuporanga,695,RA de Franca,RM  de Ribeirão Preto,353360,7.268,Mais de 5 mil até 10 mil,-20.704,-47.728
3518859,Guatapará,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,351885,7.440,Mais de 5 mil até 10 mil,-21.453,-47.979
3553500,Tapiraí,685,RA de Sorocaba,RM  de Sorocaba,355350,7.699,Mais de 5 mil até 10 mil,-24.008,-47.618
3520202,Igaratá,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352020,9.312,Mais de 5 mil até 10 mil,-23.134,-46.15
3514601,Dumont,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,351460,9.570,Mais de 5 mil até 10 mil,-21.247,-47.979
3551108,Sarapuí,685,RA de Sorocaba,RM  de Sorocaba,355110,10.110,Mais de 10 mil até 20 mil,-23.663,-47.785
3548609,São Bento do Sapucaí,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354860,10.530,Mais de 10 mil até 20 mil,-22.681,-45.685
3550001,São Luís do Paraitinga,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355000,10.569,Mais de 10 mil até 20 mil,-23.239,-45.253
3544301,Roseira,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354430,10.642,Mais de 10 mil até 20 mil,-22.932,-45.302
3504909,Bananal,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350490,10.651,Mais de 10 mil até 20 mil,-22.733,-44.334
3544905,Sales Oliveira,695,RA de Franca,RM  de Ribeirão Preto,354490,11.518,Mais de 10 mil até 20 mil,-20.831,-47.854
3551405,Serra Azul,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,355140,12.282,Mais de 10 mil até 20 mil,-21.315,-47.549
3541901,Queluz,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354190,12.644,Mais de 10 mil até 20 mil,-22.504,-44.785
3532009,Morungaba,686,RA de Campinas,RM  de Campinas,353200,13.247,Mais de 10 mil até 20 mil,-22.893,-46.782
3538501,Piquete,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,353850,13.647,Mais de 10 mil até 20 mil,-22.59,-45.173
3527603,Luís Antônio,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,352760,14.166,Mais de 10 mil até 20 mil,-21.552,-47.781
3546009,Santa Branca,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354600,14.179,Mais de 10 mil até 20 mil,-23.426,-45.862
3519055,Holambra,686,RA de Campinas,RM  de Campinas,351905,14.493,Mais de 10 mil até 20 mil,-22.629,-47.064
3550902,São Simão,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,355090,14.847,Mais de 10 mil até 20 mil,-21.461,-47.568
3501004,Altinópolis,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,350100,15.553,Mais de 10 mil até 20 mil,-21.017,-47.386
3549953,São Lourenço da Serra,681,RM  de São Paulo,RM  de São Paulo,354995,15.579,Mais de 10 mil até 20 mil,-23.852,-46.936
3545001,Salesópolis,681,RM  de São Paulo,RM  de São Paulo,354500,16.838,Mais de 10 mil até 20 mil,-23.579,-45.842
3511607,Cesário Lange,685,RA de Sorocaba,RM  de Sorocaba,351160,17.248,Mais de 10 mil até 20 mil,-23.216,-47.903
3501152,Alumínio,685,RA de Sorocaba,RM  de Sorocaba,350115,17.972,Mais de 10 mil até 20 mil,-23.532,-47.281
3535606,Paraibuna,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,353560,18.230,Mais de 10 mil até 20 mil,-23.478,-45.641
3539103,Pirapora do Bom Jesus,681,RM  de São Paulo,RM  de São Paulo,353910,18.851,Mais de 10 mil até 20 mil,-23.378,-46.984
3515152,Engenheiro Coelho,686,RA de Campinas,RM  de Campinas,351515,20.535,Mais de 20 mil até 50 mil,-22.486,-47.174
3510302,Capela do Alto,685,RA de Sorocaba,RM  de Sorocaba,351030,20.542,Mais de 20 mil até 50 mil,-23.466,-47.73
3540754,Potim,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354075,20.702,Mais de 20 mil até 50 mil,-22.824,-45.303
3540903,Pradópolis,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354090,20.907,Mais de 20 mil até 50 mil,-21.343,-48.086
3502754,Araçariguama,685,RA de Sorocaba,RM  de Sorocaba,350275,20.980,Mais de 20 mil até 50 mil,-23.434,-47.072
3513603,Cunha,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,351360,21.681,Mais de 20 mil até 50 mil,-23.052,-44.941
3553302,Tambaú,686,RA de Campinas,RM  de Ribeirão Preto,355330,22.803,Mais de 20 mil até 50 mil,-21.601,-47.238
3548005,Santo Antonio de Posse,686,RA de Campinas,RM  de Campinas,354800,22.849,Mais de 20 mil até 50 mil,-22.602,-46.949
3507803,Brodowski,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,350780,23.943,Mais de 20 mil até 50 mil,-21.049,-47.627
3547601,Santa Rosa do Viterbo,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354760,25.604,Mais de 20 mil até 50 mil,-21.503,-47.366
3509403,Cajuru,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,350940,25.663,Mais de 20 mil até 50 mil,-21.275,-47.31
3547502,Santa Rita do Passa Quatro,693,RA Central,RM  de Ribeirão Preto,354750,26.385,Mais de 20 mil até 50 mil,-21.682,-47.507
3537909,Pilar do Sul,685,RA de Sorocaba,RM  de Sorocaba,353790,28.221,Mais de 20 mil até 50 mil,-23.856,-47.728
3518305,Guararema,681,RM  de São Paulo,RM  de São Paulo,351830,29.429,Mais de 20 mil até 50 mil,-23.427,-46.058
3526209,Juquitiba,681,RM  de São Paulo,RM  de São Paulo,352620,30.401,Mais de 20 mil até 50 mil,-23.955,-47.024
3550209,São Miguel Arcanjo,685,RA de Sorocaba,RM  de Sorocaba,355020,32.000,Mais de 20 mil até 50 mil,-23.913,-47.993
3508603,Cachoeira Paulista,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350860,32.231,Mais de 20 mil até 50 mil,-22.702,-44.991
3531902,Morro Agudo,695,RA de Franca,RM  de Ribeirão Preto,353190,32.332,Mais de 20 mil até 50 mil,-20.688,-48.153
3505609,Barrinha,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,350560,32.338,Mais de 20 mil até 50 mil,-21.231,-48.095
3506607,Biritiba Mirim,681,RM  de São Paulo,RM  de São Paulo,350660,32.338,Mais de 20 mil até 50 mil,-23.624,-46.021
3502903,Araçoiaba da Serra,685,RA de Sorocaba,RM  de Sorocaba,350290,32.390,Mais de 20 mil até 50 mil,-23.543,-47.651
3520400,Ilhabela,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352040,33.470,Mais de 20 mil até 50 mil,-23.847,-45.323
3521002,Iperó,685,RA de Sorocaba,RM  de Sorocaba,352100,34.352,Mais de 20 mil até 50 mil,-23.404,-47.629
3513108,Cravinhos,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,351310,34.428,Mais de 20 mil até 50 mil,-21.339,-47.744
3502507,Aparecida,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350250,35.709,Mais de 20 mil até 50 mil,-22.913,-45.236
3539509,Pitangueiras,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,353950,38.584,Mais de 20 mil até 50 mil,-21.005,-48.249
3518602,Guariba,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,351860,39.021,Mais de 20 mil até 50 mil,-21.395,-48.226
3554508,Tietê,685,RA de Sorocaba,RM  de Sorocaba,355450,41.073,Mais de 20 mil até 50 mil,-23.049,-47.707
3534302,Orlândia,695,RA de Franca,RM  de Ribeirão Preto,353430,42.266,Mais de 20 mil até 50 mil,-20.697,-47.905
3525102,Jardinópolis,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,352510,42.893,Mais de 20 mil até 50 mil,-20.991,-47.825
3545308,Salto de Pirapora,685,RA de Sorocaba,RM  de Sorocaba,354530,44.223,Mais de 20 mil até 50 mil,-23.652,-47.58
3551504,Serrana,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,355150,44.434,Mais de 20 mil até 50 mil,-21.216,-47.612
3554805,Tremembé,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355480,45.978,Mais de 20 mil até 50 mil,-22.94,-45.603
3528403,Mairinque,685,RA de Sorocaba,RM  de Sorocaba,352840,46.323,Mais de 20 mil até 50 mil,-23.507,-47.229
3511508,Cerquilho,685,RA de Sorocaba,RM  de Sorocaba,351150,46.411,Mais de 20 mil até 50 mil,-23.187,-47.757
3537107,Pedreira,686,RA de Campinas,RM  de Campinas,353710,46.548,Mais de 20 mil até 50 mil,-22.754,-46.888
3531308,Monte Alto,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,353130,48.405,Mais de 20 mil até 50 mil,-21.258,-48.533
3540200,Pontal,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354020,49.283,Mais de 20 mil até 50 mil,-20.984,-48.064
3544103,Rio Grande da Serra,681,RM  de São Paulo,RM  de São Paulo,354410,49.816,Mais de 20 mil até 50 mil,-23.737,-46.379
3509700,Campos do Jordão,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350970,50.118,Mais de 50 mil até 100 mil,-22.701,-45.532
3540606,Porto Feliz,685,RA de Sorocaba,RM  de Sorocaba,354060,51.697,Mais de 50 mil até 100 mil,-23.23,-47.516
3503802,Artur Nogueira,686,RA de Campinas,RM  de Campinas,350380,52.609,Mais de 50 mil até 100 mil,-22.56,-47.131
3556453,Vargem Grande Paulista,681,RM  de São Paulo,RM  de São Paulo,355645,52.762,Mais de 50 mil até 100 mil,-23.62,-47.014
3537800,Piedade,685,RA de Sorocaba,RM  de Sorocaba,353780,53.536,Mais de 50 mil até 100 mil,-23.786,-47.438
3531100,Mongaguá,683,RA de Santos,RM  da Baixada Santista,353110,54.610,Mais de 50 mil até 100 mil,-24.069,-46.667
3524709,Jaguariúna,686,RA de Campinas,RM  de Campinas,352470,54.848,Mais de 50 mil até 100 mil,-22.691,-47.012
3546801,Santa Isabel,681,RM  de São Paulo,RM  de São Paulo,354680,55.086,Mais de 50 mil até 100 mil,-23.288,-46.242
3507001,Boituva,685,RA de Sorocaba,RM  de Sorocaba,350700,57.292,Mais de 50 mil até 100 mil,-23.287,-47.674
3533403,Nova Odessa,686,RA de Campinas,RM  de Campinas,353340,58.039,Mais de 50 mil até 100 mil,-22.783,-47.284
3531803,Monte Mor,686,RA de Campinas,RM  de Campinas,353180,59.614,Mais de 50 mil até 100 mil,-22.953,-47.307
3505906,Batatais,695,RA de Franca,RM  de Ribeirão Preto,350590,60.222,Mais de 50 mil até 100 mil,-20.867,-47.574
3506359,Bertioga,683,RA de Santos,RM  da Baixada Santista,350635,63.290,Mais de 50 mil até 100 mil,-23.759,-46.03
3537602,Peruíbe,683,RA de Santos,RM  da Baixada Santista,353760,66.201,Mais de 50 mil até 100 mil,-24.278,-47.013
3530508,Mococa,686,RA de Campinas,RM  de Ribeirão Preto,353050,66.753,Mais de 50 mil até 100 mil,-21.449,-47.032
3515103,Embu-Guaçu,681,RM  de São Paulo,RM  de São Paulo,351510,68.053,Mais de 50 mil até 100 mil,-23.854,-46.83
3512803,Cosmópolis,686,RA de Campinas,RM  de Campinas,351280,71.282,Mais de 50 mil até 100 mil,-22.651,-47.185
3524303,Jaboticabal,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,352430,74.221,Mais de 50 mil até 100 mil,-21.217,-48.287
3519709,Ibiúna,685,RA de Sorocaba,RM  de Sorocaba,351970,76.430,Mais de 50 mil até 100 mil,-23.802,-47.215
3556701,Vinhedo,686,RA de Campinas,RM  de Campinas,355670,77.521,Mais de 50 mil até 100 mil,-23.046,-46.979
3509205,Cajamar,681,RM  de São Paulo,RM  de São Paulo,350920,77.627,Mais de 50 mil até 100 mil,-23.351,-46.871
3513405,Cruzeiro,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,351340,79.927,Mais de 50 mil até 100 mil,-22.551,-45.006
3527207,Lorena,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352720,86.639,Mais de 50 mil até 100 mil,-22.793,-45.059
3550704,São Sebastião,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355070,87.135,Mais de 50 mil até 100 mil,-23.752,-45.606
3550605,São Roque,685,RA de Sorocaba,RM  de Sorocaba,355060,87.435,Mais de 50 mil até 100 mil,-23.548,-47.109
3555406,Ubatuba,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355540,88.916,Mais de 50 mil até 100 mil,-23.381,-45.024
3503901,Arujá,681,RM  de São Paulo,RM  de São Paulo,350390,89.744,Mais de 50 mil até 100 mil,-23.385,-46.319
3508504,Caçapava,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,350850,91.217,Mais de 50 mil até 100 mil,-23.103,-45.713
3528502,Mairiporã,681,RM  de São Paulo,RM  de São Paulo,352850,98.622,Mais de 50 mil até 100 mil,-23.317,-46.561
3522109,Itanhaém,683,RA de Santos,RM  da Baixada Santista,352210,98.757,Mais de 50 mil até 100 mil,-24.091,-46.834
3509007,Caieiras,681,RM  de São Paulo,RM  de São Paulo,350900,100.612,Mais de 100 mil até 200 mil,-23.375,-46.745
3536505,Paulínia,686,RA de Campinas,RM  de Campinas,353650,105.037,Mais de 100 mil até 200 mil,-22.747,-47.144
3545209,Salto,685,RA de Sorocaba,RM  de Sorocaba,354520,115.372,Mais de 100 mil até 200 mil,-23.18,-47.302
3539806,Poá,681,RM  de São Paulo,RM  de São Paulo,353980,115.538,Mais de 100 mil até 200 mil,-23.53,-46.346
3510500,Caraguatatuba,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,351050,116.106,Mais de 100 mil até 200 mil,-23.639,-45.488
3523404,Itatiba,686,RA de Campinas,RM  de Campinas,352340,117.916,Mais de 100 mil até 200 mil,-23.006,-46.814
3518404,Guaratinguetá,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,351840,118.345,Mais de 100 mil até 200 mil,-22.793,-45.232
3543303,Ribeirão Pires,681,RM  de São Paulo,RM  de São Paulo,354330,118.968,Mais de 100 mil até 200 mil,-23.701,-46.403
3557006,Votorantim,685,RA de Sorocaba,RM  de Sorocaba,355700,119.824,Mais de 100 mil até 200 mil,-23.579,-47.406
3554003,Tatuí,685,RA de Sorocaba,RM  de Sorocaba,355400,120.123,Mais de 100 mil até 200 mil,-23.362,-47.869
3551702,Sertãozinho,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,355170,122.355,Mais de 100 mil até 200 mil,-21.122,-48.008
3525003,Jandira,681,RM  de São Paulo,RM  de São Paulo,352500,123.603,Mais de 100 mil até 200 mil,-23.544,-46.899
3556206,Valinhos,686,RA de Campinas,RM  de Campinas,355620,124.742,Mais de 100 mil até 200 mil,-22.975,-46.981
3513504,Cubatão,683,RA de Santos,RM  da Baixada Santista,351350,129.145,Mais de 100 mil até 200 mil,-23.865,-46.408
3547304,Santana de Parnaíba,681,RM  de São Paulo,RM  de São Paulo,354730,138.132,Mais de 100 mil até 200 mil,-23.449,-46.916
3548807,São Caetano do Sul,681,RM  de São Paulo,RM  de São Paulo,354880,151.244,Mais de 100 mil até 200 mil,-23.625,-46.566
3516408,Franco da Rocha,681,RM  de São Paulo,RM  de São Paulo,351640,152.201,Mais de 100 mil até 200 mil,-23.314,-46.735
3522307,Itapetininga,685,RA de Sorocaba,RM  de Sorocaba,352230,160.150,Mais de 100 mil até 200 mil,-23.645,-48.123
3538006,Pindamonhangaba,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,353800,163.611,Mais de 100 mil até 200 mil,-22.879,-45.459
3522208,Itapecerica da Serra,681,RM  de São Paulo,RM  de São Paulo,352220,169.619,Mais de 100 mil até 200 mil,-23.737,-46.858
3523909,Itu,685,RA de Sorocaba,RM  de Sorocaba,352390,169.772,Mais de 100 mil até 200 mil,-23.306,-47.284
3516309,Francisco Morato,681,RM  de São Paulo,RM  de São Paulo,351630,174.403,Mais de 100 mil até 200 mil,-23.273,-46.723
3545803,Santa Bárbara d'Oeste,686,RA de Campinas,RM  de Campinas,354580,188.745,Mais de 100 mil até 200 mil,-22.8,-47.427
3515707,Ferraz de Vasconcelos,681,RM  de São Paulo,RM  de São Paulo,351570,193.037,Mais de 100 mil até 200 mil,-23.561,-46.373
3524402,Jacareí,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,352440,227.945,Mais de 200 mil até 500 mil,-23.298,-45.99
3519071,Hortolândia,686,RA de Campinas,RM  de Campinas,351907,230.268,Mais de 200 mil até 500 mil,-22.878,-47.207
3501608,Americana,686,RA de Campinas,RM  de Campinas,350160,233.458,Mais de 200 mil até 500 mil,-22.722,-47.288
3522505,Itapevi,681,RM  de São Paulo,RM  de São Paulo,352250,237.714,Mais de 200 mil até 500 mil,-23.55,-46.967
3520509,Indaiatuba,686,RA de Campinas,RM  de Campinas,352050,242.868,Mais de 200 mil até 500 mil,-23.105,-47.202
3513009,Cotia,681,RM  de São Paulo,RM  de São Paulo,351300,247.424,Mais de 200 mil até 500 mil,-23.675,-46.96
3505708,Barueri,681,RM  de São Paulo,RM  de São Paulo,350570,264.390,Mais de 200 mil até 500 mil,-23.504,-46.878
3515004,Embu das Artes,681,RM  de São Paulo,RM  de São Paulo,351500,270.790,Mais de 200 mil até 500 mil,-23.651,-46.851
3552403,Sumaré,686,RA de Campinas,RM  de Campinas,355240,283.212,Mais de 200 mil até 500 mil,-22.841,-47.262
3552809,Taboão da Serra,681,RM  de São Paulo,RM  de São Paulo,355280,283.871,Mais de 200 mil até 500 mil,-23.62,-46.786
3552502,Suzano,681,RM  de São Paulo,RM  de São Paulo,355250,291.002,Mais de 200 mil até 500 mil,-23.608,-46.31
3554102,Taubaté,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,355410,307.361,Mais de 200 mil até 500 mil,-23.086,-45.502
3518701,Guarujá,683,RA de Santos,RM  da Baixada Santista,351870,316.405,Mais de 200 mil até 500 mil,-23.951,-46.235
3541000,Praia Grande,683,RA de Santos,RM  da Baixada Santista,354100,316.844,Mais de 200 mil até 500 mil,-24.015,-46.522
3551009,São Vicente,683,RA de Santos,RM  da Baixada Santista,355100,357.929,Mais de 200 mil até 500 mil,-23.959,-46.487
3523107,Itaquaquecetuba,681,RM  de São Paulo,RM  de São Paulo,352310,370.589,Mais de 200 mil até 500 mil,-23.461,-46.333
3510609,Carapicuíba,681,RM  de São Paulo,RM  de São Paulo,351060,394.598,Mais de 200 mil até 500 mil,-23.548,-46.841
3513801,Diadema,681,RM  de São Paulo,RM  de São Paulo,351380,404.477,Mais de 200 mil até 500 mil,-23.697,-46.611
3548500,Santos,683,RA de Santos,RM  da Baixada Santista,354850,428.703,Mais de 200 mil até 500 mil,-23.868,-46.291
3530607,Mogi das Cruzes,681,RM  de São Paulo,RM  de São Paulo,353060,432.905,Mais de 200 mil até 500 mil,-23.569,-46.186
3529401,Mauá,681,RM  de São Paulo,RM  de São Paulo,352940,460.132,Mais de 200 mil até 500 mil,-23.665,-46.446
3552205,Sorocaba,685,RA de Sorocaba,RM  de Sorocaba,355220,658.547,Mais de 500 mil até 1 milhão,-23.464,-47.446
3534401,Osasco,681,RM  de São Paulo,RM  de São Paulo,353440,680.964,Mais de 500 mil até 1 milhão,-23.528,-46.789
3543402,Ribeirão Preto,687,RA de Ribeirão Preto,RM  de Ribeirão Preto,354340,683.777,Mais de 500 mil até 1 milhão,-21.21,-47.821
3547809,Santo André,681,RM  de São Paulo,RM  de São Paulo,354780,693.867,Mais de 500 mil até 1 milhão,-23.66,-46.526
3549904,São José dos Campos,684,RA de São José dos Campos,RM  do Vale do Paraíba e Litoral Norte,354990,710.654,Mais de 500 mil até 1 milhão,-23.09,-45.928
3548708,São Bernardo do Campo,681,RM  de São Paulo,RM  de São Paulo,354870,812.086,Mais de 500 mil até 1 milhão,-23.813,-46.55
3509502,Campinas,686,RA de Campinas,RM  de Campinas,350950,1.175.501,Mais de 1 milhão,-22.883,-47.043
3518800,Guarulhos,681,RM  de São Paulo,RM  de São Paulo,351880,1.351.275,Mais de 1 milhão,-23.402,-46.454
3550308,São Paulo,681,RM  de São Paulo,RM  de São Paulo,355030,11.869.660,Mais de 1 milhão,-23.552,-46.635
