latitude;longitude;nome;municipio;UF;pop_max
-16,75;-49,43;ABADIA DE GOIAS - GO;ABADIA DE GOIAS;GO;19 128
-18,48;-47,4;ABADIA DOS DOURADOS - MG;ABADIA DOS DOURADOS;MG;6 272
-16,2;-48,7;ABADIANIA - GO;ABADIANIA;GO;17 232
-19,16;-45,44;ABAETE - MG;ABAETE;MG;22 675
-1,71;-48,88;ABAETETUBA - PA;ABAETETUBA;PA;158 188
-7,35;-39,04;ABAIARA - CE;ABAIARA;CE;10 038
-13,25;-41,66;ABAIRA - BA;ABAIRA;BA;7 301
-8,72;-39,11;ABARE - BA;ABARE;BA;17 639
-23,3;-50,31;ABATIA - PR;ABATIA;PR;7 241
-27,61;-51,02;ABDON BATISTA - SC;ABDON BATISTA;SC;2 598
-4,95;-48,39;ABEL FIGUEIREDO - PA;ABEL FIGUEIREDO;PA;6 136
-26,56;-52,32;ABELARDO LUZ - SC;ABELARDO LUZ;SC;17 392
-20,3;-42,47;ABRE CAMPO - MG;ABRE CAMPO;MG;13 927
-7,91;-34,9;ABREU E LIMA - PE;ABREU E LIMA;PE;98 462
-9,62;-49,15;ABREULANDIA - TO;ABREULANDIA;TO;2 576
-20,36;-43,14;ACAIACA - MG;ACAIACA;MG;3 909
-4,94;-47,5;ACAILANDIA - MA;ACAILANDIA;MA;106 550
-11,66;-38,01;ACAJUTIBA - BA;ACAJUTIBA;BA;13 795
-1,96;-48,19;ACARA - PA;ACARA;PA;59 023
-4,22;-38,7;ACARAPE - CE;ACARAPE;CE;14 027
-2,88;-40,12;ACARAU - CE;ACARAU;CE;65 264
-6,43;-36,63;ACARI - RN;ACARI;RN;10 597
-8,21;-41,08;ACAUA - PI;ACAUA;PI;6 420
-6,09;-39,45;ACOPIARA - CE;ACOPIARA;CE;4 170
-15,2;-56,36;ACORIZAL - MT;ACORIZAL;MT;44 962
-9,82;-66,88;ACRELANDIA - AC;ACRELANDIA;AC;5 014
-17,39;-50,37;ACREUNA - GO;ACREUNA;GO;14 021
-5,57;-36,9;ACU - RN;ACU;RN;21 568
-19,07;-42,54;ACUCENA - MG;ACUCENA;MG;8 943
-21,68;-51,07;ADAMANTINA - SP;ADAMANTINA;SP;34 687
-16,41;-50,16;ADELANDIA - GO;ADELANDIA;GO;2 297
-21,23;-49,64;ADOLFO - SP;ADOLFO;SP;4 351
-24,65;-48,99;ADRIANOPOLIS - PR;ADRIANOPOLIS;PR;6 256
-10,53;-38,1;ADUSTINA - BA;ADUSTINA;BA;14 201
-7,75;-37,63;AFOGADOS DA INGAZEIRA - PE;AFOGADOS DA INGAZEIRA;PE;40 241
-5,49;-36,5;AFONSO BEZERRA - RN;AFONSO BEZERRA;RN;10 839
-20,07;-41,12;AFONSO CLAUDIO - ES;AFONSO CLAUDIO;ES;30 684
-4,13;-43,32;AFONSO CUNHA - MA;AFONSO CUNHA;MA;6 144
-8,51;-41;AFRANIO - PE;AFRANIO;PE;18 674
-0,15;-50,38;AFUA - PA;AFUA;PA;37 765
-8,45;-35,94;AGRESTINA - PE;AGRESTINA;PE;23 779
-5,79;-42,66;AGRICOLANDIA - PI;AGRICOLANDIA;PI;4 940
-27,41;-49,82;AGROLANDIA - SC;AGROLANDIA;SC;10 990
-27,26;-49,71;AGRONOMICA - SC;AGRONOMICA;SC;6 055
-6,79;-50,46;AGUA AZUL DO NORTE - PA;AGUA AZUL DO NORTE;PA;18 080
-17,99;-42,38;AGUA BOA - MG;AGUA BOA;MG;29 219
-14,05;-52,15;AGUA BOA - MT;AGUA BOA;MT;12 589
-9,26;-37,93;AGUA BRANCA - AL;AGUA BRANCA;AL;19 008
-7,51;-37,64;AGUA BRANCA - PB;AGUA BRANCA;PB;17 573
-5,89;-42,63;AGUA BRANCA - PI;AGUA BRANCA;PI;9 335
-20,44;-52,87;AGUA CLARA - MS;AGUA CLARA;MS;16 741
-20,05;-48,1;AGUA COMPRIDA - MG;AGUA COMPRIDA;MG;2 108
-26,99;-51,55;AGUA DOCE - SC;AGUA DOCE;SC;6 508
-2,84;-42,11;AGUA DOCE DO MARANHAO - MA;AGUA DOCE DO MARANHAO;MA;12 142
-18,54;-40,97;AGUA DOCE DO NORTE - ES;AGUA DOCE DO NORTE;ES;12 042
-11,86;-38,76;AGUA FRIA - BA;AGUA FRIA;BA;14 497
-14,98;-47,78;AGUA FRIA DE GOIAS - GO;AGUA FRIA DE GOIAS;GO;4 954
-18,07;-48,76;AGUA LIMPA - GO;AGUA LIMPA;GO;1 858
-6,2;-38,29;AGUA NOVA - RN;AGUA NOVA;RN;2 946
-8,7;-35,53;AGUA PRETA - PE;AGUA PRETA;PE;26 461
-28,17;-52,03;AGUA SANTA - RS;AGUA SANTA;RS;3 912
-22,05;-46,97;AGUAI - SP;AGUAI;SP;32 072
-20,94;-45,39;AGUANIL - MG;AGUANIL;MG;4 357
-9,11;-37,12;AGUAS BELAS - PE;AGUAS BELAS;PE;41 548
-21,93;-46,71;AGUAS DA PRATA - SP;AGUAS DA PRATA;SP;7 369
-27,07;-52,98;AGUAS DE CHAPECO - SC;AGUAS DE CHAPECO;SC;6 036
-22,47;-46,63;AGUAS DE LINDOIA - SP;AGUAS DE LINDOIA;SP;17 930
-22,88;-49,23;AGUAS DE SANTA BARBARA - SP;AGUAS DE SANTA BARBARA;SP;7 177
-22,59;-47,87;AGUAS DE SAO PEDRO - SP;AGUAS DE SAO PEDRO;SP;2 780
-17,08;-40,93;AGUAS FORMOSAS - MG;AGUAS FORMOSAS;MG;18 448
-26,88;-52,85;AGUAS FRIAS - SC;AGUAS FRIAS;SC;2 839
-15,76;-48,28;AGUAS LINDAS DE GOIAS - GO;AGUAS LINDAS DE GOIAS;GO;225 693
-27,69;-48,82;AGUAS MORNAS - SC;AGUAS MORNAS;SC;6 743
-15,74;-41,46;AGUAS VERMELHAS - MG;AGUAS VERMELHAS;MG;14 037
-29,64;-53,24;AGUDO - RS;AGUDO;RS;16 041
-22,46;-48,98;AGUDOS - SP;AGUDOS;SP;37 680
-25,99;-49,33;AGUDOS DO SUL - PR;AGUDOS DO SUL;PR;10 233
-18,98;-40,74;AGUIA BRANCA - ES;AGUIA BRANCA;ES;9 711
-7,09;-38,17;AGUIAR - PB;AGUIAR;PB;5 003
-6,56;-47,46;AGUIARNOPOLIS - TO;AGUIARNOPOLIS;TO;4 497
-19,49;-41,06;AIMORES - MG;AIMORES;MG;25 269
-14,12;-39,88;AIQUARA - BA;AIQUARA;BA;4 447
-6,57;-40,12;AIUABA - CE;AIUABA;CE;14 076
-21,97;-44,6;AIURUOCA - MG;AIURUOCA;MG;6 233
-28,23;-53,77;AJURICABA - RS;AJURICABA;RS;6 720
-22,17;-44,64;ALAGOA - MG;ALAGOA;MG;2 749
-7,08;-35,63;ALAGOA GRANDE - PB;ALAGOA GRANDE;PB;26 062
-7,07;-35,75;ALAGOA NOVA - PB;ALAGOA NOVA;PB;21 013
-6,95;-35,54;ALAGOINHA - PB;ALAGOINHA;PB;13 725
-8,46;-36,77;ALAGOINHA - PE;ALAGOINHA;PE;13 542
-7;-40,93;ALAGOINHA DO PIAUI - PI;ALAGOINHA DO PIAUI;PI;6 819
-12,13;-38,41;ALAGOINHAS - BA;ALAGOINHAS;BA;151 055
-23,55;-47,89;ALAMBARI - SP;ALAMBARI;SP;6 141
-22,2;-46,61;ALBERTINA - MG;ALBERTINA;MG;2 952
-2,4;-44,41;ALCANTARA - MA;ALCANTARA;MA;18 467
-3,58;-40,54;ALCANTARAS - CE;ALCANTARAS;CE;11 369
-7,74;-36,05;ALCANTIL - PB;ALCANTIL;PB;5 578
-18,32;-53,7;ALCINOPOLIS - MS;ALCINOPOLIS;MS;4 537
-17,51;-39,19;ALCOBACA - BA;ALCOBACA;BA;24 530
-4,62;-43,47;ALDEIAS ALTAS - MA;ALDEIAS ALTAS;MA;23 286
-27,65;-54,76;ALECRIM - RS;ALECRIM;RS;6 123
-20,76;-41,53;ALEGRE - ES;ALEGRE;ES;29 177
-29,78;-55,79;ALEGRETE - RS;ALEGRETE;RS;72 409
-7,24;-40,85;ALEGRETE DO PIAUI - PI;ALEGRETE DO PIAUI;PI;4 634
-27,82;-54,05;ALEGRIA - RS;ALEGRIA;RS;3 651
-21,88;-42,7;ALEM PARAIBA - MG;ALEM PARAIBA;MG;30 717
-1,94;-54,73;ALENQUER - PA;ALENQUER;PA;69 377
-6,41;-38,01;ALEXANDRIA - RN;ALEXANDRIA;RN;13 640
-16,08;-48,5;ALEXANIA - GO;ALEXANIA;GO;27 008
-21,42;-45,94;ALFENAS - MG;ALFENAS;MG;78 970
-20,63;-40,75;ALFREDO CHAVES - ES;ALFREDO CHAVES;ES;13 836
-21,95;-51,41;ALFREDO MARCONDES - SP;ALFREDO MARCONDES;SP;4 445
-21,14;-43,77;ALFREDO VASCONCELOS - MG;ALFREDO VASCONCELOS;MG;6 931
-27,7;-49,33;ALFREDO WAGNER - SC;ALFREDO WAGNER;SC;10 481
-6,81;-35,92;ALGODAO DE JANDAIRA - PB;ALGODAO DE JANDAIRA;PB;2 953
-7,43;-34,91;ALHANDRA - PB;ALHANDRA;PB;21 730
-7,6;-35,23;ALIANCA - PE;ALIANCA;PE;35 741
-11,3;-48,93;ALIANCA DO TOCANTINS - TO;ALIANCA DO TOCANTINS;TO;5 147
-14,7;-39,63;ALMADINA - BA;ALMADINA;BA;5 218
-11,57;-47,17;ALMAS - TO;ALMAS;TO;6 499
-1,52;-52,58;ALMEIRIM - PA;ALMEIRIM;PA;34 280
-16,18;-40,69;ALMENARA - MG;ALMENARA;MG;40 364
-6,15;-37,76;ALMINO AFONSO - RN;ALMINO AFONSO;RN;4 687
-25,32;-49,31;ALMIRANTE TAMANDARE - PR;ALMIRANTE TAMANDARE;PR;119 825
-17,72;-49,48;ALOANDIA - GO;ALOANDIA;GO;1 969
-18,97;-41,97;ALPERCATA - MG;ALPERCATA;MG;1 973
-27,24;-53,03;ALPESTRE - RS;ALPESTRE;RS;6 903
-20,86;-46,38;ALPINOPOLIS - MG;ALPINOPOLIS;MG;7 117
-9,87;-56,08;ALTA FLORESTA - MT;ALTA FLORESTA;MT;18 300
-11,94;-61,9;ALTA FLORESTA D'OESTE - RO;ALTA FLORESTA D'OESTE;RO;58 613
-20,52;-49,05;ALTAIR - SP;ALTAIR;SP;21 494
-3,2;-52,2;ALTAMIRA - PA;ALTAMIRA;PA;3 451
-4,16;-45,47;ALTAMIRA DO MARANHAO - MA;ALTAMIRA DO MARANHAO;MA;126 279
-24,79;-52,71;ALTAMIRA DO PARANA - PR;ALTAMIRA DO PARANA;PR;6 447
-7;-39,74;ALTANEIRA - CE;ALTANEIRA;CE;3 590
-21,24;-46,14;ALTEROSA - MG;ALTEROSA;MG;6 782
-8,49;-36,05;ALTINHO - PE;ALTINHO;PE;13 915
-21,02;-47,37;ALTINOPOLIS - SP;ALTINOPOLIS;SP;20 674
2,89;-61,49;ALTO ALEGRE - RR;ALTO ALEGRE;RR;16 818
-28,77;-52,99;ALTO ALEGRE - RS;ALTO ALEGRE;RS;21 096
-21,58;-50,16;ALTO ALEGRE - SP;ALTO ALEGRE;SP;3 841
-4,21;-44,44;ALTO ALEGRE DO MARANHAO - MA;ALTO ALEGRE DO MARANHAO;MA;1 800
-12,12;-61,85;ALTO ALEGRE DO PARECIS - RO;ALTO ALEGRE DO PARECIS;RO;24 048
-3,69;-45,9;ALTO ALEGRE DO PINDARE - MA;ALTO ALEGRE DO PINDARE;MA;25 710
-17,31;-53,21;ALTO ARAGUAIA - MT;ALTO ARAGUAIA;MT;11 479
-27,45;-51,87;ALTO BELA VISTA - SC;ALTO BELA VISTA;SC;17 193
-11,67;-51,38;ALTO BOA VISTA - MT;ALTO BOA VISTA;MT;1 856
-20,52;-41,89;ALTO CAPARAO - MG;ALTO CAPARAO;MG;5 715
-5,28;-36,76;ALTO DO RODRIGUES - RN;ALTO DO RODRIGUES;RN;5 795
-29,39;-51,31;ALTO FELIZ - RS;ALTO FELIZ;RS;12 484
-16,94;-53,52;ALTO GARCAS - MT;ALTO GARCAS;MT;3 072
-14,19;-49,33;ALTO HORIZONTE - GO;ALTO HORIZONTE;GO;13 052
-20,42;-41,96;ALTO JEQUITIBA - MG;ALTO JEQUITIBA;MG;6 072
-5,25;-42,21;ALTO LONGA - PI;ALTO LONGA;PI;8 397
-14,51;-56,48;ALTO PARAGUAI - MT;ALTO PARAGUAI;MT;13 479
-9,71;-63,32;ALTO PARAISO - RO;ALTO PARAISO;RO;8 009
-14,13;-47,51;ALTO PARAISO DE GOIAS - GO;ALTO PARAISO DE GOIAS;GO;16 320
-23,12;-52,31;ALTO PARANA - PR;ALTO PARANA;PR;3 055
-9,11;-45,93;ALTO PARNAIBA - MA;ALTO PARNAIBA;MA;10 306
-24,02;-53,44;ALTO PIQUIRI - PR;ALTO PIQUIRI;PR;13 909
-21,02;-43,41;ALTO RIO DOCE - MG;ALTO RIO DOCE;MG;11 109
-19,05;-41,01;ALTO RIO NOVO - ES;ALTO RIO NOVO;ES;9 727
-5,52;-38,27;ALTO SANTO - CE;ALTO SANTO;CE;10 891
-17,82;-53,28;ALTO TAQUARI - MT;ALTO TAQUARI;MT;7 434
-23,87;-53,9;ALTONIA - PR;ALTONIA;PR;14 155
-5,03;-42,46;ALTOS - PI;ALTOS;PI;10 904
-23,53;-47,26;ALUMINIO - SP;ALUMINIO;SP;18 742
-3,22;-64,8;ALVARAES - AM;ALVARAES;AM;47 453
-19,41;-41,72;ALVARENGA - MG;ALVARENGA;MG;17 301
-20,32;-49,91;ALVARES FLORENCE - SP;ALVARES FLORENCE;SP;15 866
-22,07;-51,47;ALVARES MACHADO - SP;ALVARES MACHADO;SP;3 975
-22,08;-49,71;ALVARO DE CARVALHO - SP;ALVARO DE CARVALHO;SP;3 915
-22,44;-49,76;ALVINLANDIA - SP;ALVINLANDIA;SP;27 255
-20,1;-43,04;ALVINOPOLIS - MG;ALVINOPOLIS;MG;4 808
-29,99;-51,08;ALVORADA - RS;ALVORADA;RS;2 885
-12,48;-49,12;ALVORADA - TO;ALVORADA;TO;15 059
-18,73;-43,36;ALVORADA DE MINAS - MG;ALVORADA DE MINAS;MG;187 315
-8,42;-43,77;ALVORADA DO GURGUEIA - PI;ALVORADA DO GURGUEIA;PI;8 802
-14,48;-46,49;ALVORADA DO NORTE - GO;ALVORADA DO NORTE;GO;4 159
-22,78;-51,23;ALVORADA DO SUL - PR;ALVORADA DO SUL;PR;5 322
-11,4;-62,38;ALVORADA D'OESTE - RO;ALVORADA D'OESTE;RO;8 446
3,65;-61,37;AMAJARI - RR;AMAJARI;RR;10 326
-23,1;-55,22;AMAMBAI - MS;AMAMBAI;MS;13 117
2,05;-50,79;AMAPA - AP;AMAPA;AP;13 927
-1,56;-45,93;AMAPA DO MARANHAO - MA;AMAPA DO MARANHAO;MA;39 325
-23,09;-52,78;AMAPORA - PR;AMAPORA;PR;7 943
-8,38;-35,45;AMARAJI - PE;AMARAJI;PE;7 170
-30,87;-52,25;AMARAL FERRADOR - RS;AMARAL FERRADOR;RS;4 762
-13,92;-49,29;AMARALINA - GO;AMARALINA;GO;18 205
-6,24;-42,85;AMARANTE - PI;AMARANTE;PI;5 310
-5,56;-46,74;AMARANTE DO MARANHAO - MA;AMARANTE DO MARANHAO;MA;3 268
-13,03;-39,6;AMARGOSA - BA;AMARGOSA;BA;17 234
-3,36;-68,19;AMATURA - AM;AMATURA;AM;37 085
-12,39;-38,75;AMELIA RODRIGUES - BA;AMELIA RODRIGUES;BA;36 521
-11,45;-41,43;AMERICA DOURADA - BA;AMERICA DOURADA;BA;10 819
-22,73;-47,33;AMERICANA - SP;AMERICANA;SP;24 138
-16,25;-49,98;AMERICANO DO BRASIL - GO;AMERICANO DO BRASIL;GO;15 137
-21,72;-48,1;AMERICO BRASILIENSE - SP;AMERICO BRASILIENSE;SP;237 240
-20,29;-49,73;AMERICO DE CAMPOS - SP;AMERICO DE CAMPOS;SP;5 259
-27,36;-53,18;AMETISTA DO SUL - RS;AMETISTA DO SUL;RS;33 019
-3,49;-39,57;AMONTADA - CE;AMONTADA;CE;5 870
-16,61;-51,09;AMORINOPOLIS - GO;AMORINOPOLIS;GO;7 650
-7,56;-37,06;AMPARO - PB;AMPARO;PB;42 156
-22,7;-46,76;AMPARO - SP;AMPARO;SP;3 007
-10,13;-36,93;AMPARO DE SAO FRANCISCO - SE;AMPARO DE SAO FRANCISCO;SE;68 008
-20,5;-42,8;AMPARO DO SERRA - MG;AMPARO DO SERRA;MG;2 234
-25,91;-53,47;AMPERE - PR;AMPERE;PR;4 541
-9,68;-36,3;ANADIA - AL;ANADIA;AL;2 170
-14,61;-41,13;ANAGE - BA;ANAGE;BA;19 620
-24,71;-53,08;ANAHY - PR;ANAHY;PR;13 966
-0,98;-49,94;ANAJAS - PA;ANAJAS;PA;25 438
-3,26;-44,62;ANAJATUBA - MA;ANAJATUBA;MA;2 918
-22,12;-47,66;ANALANDIA - SP;ANALANDIA;SP;28 011
-3,58;-61,4;ANAMA - AM;ANAMA;AM;25 322
-6,36;-48,07;ANANAS - TO;ANANAS;TO;4 589
-1,36;-48,37;ANANINDEUA - PA;ANANINDEUA;PA;9 962
-16,32;-48,95;ANAPOLIS - GO;ANAPOLIS;GO;10 325
-3,47;-51,19;ANAPU - PA;ANAPU;PA;478 778
-3,67;-43,11;ANAPURUS - MA;ANAPURUS;MA;398 869
-20,48;-55,8;ANASTACIO - MS;ANASTACIO;MS;31 850
-22,18;-52,71;ANAURILANDIA - MS;ANAURILANDIA;MS;13 793
-20,79;-40,65;ANCHIETA - ES;ANCHIETA;ES;24 114
-26,53;-53,33;ANCHIETA - SC;ANCHIETA;SC;7 653
-12,8;-41,33;ANDARAI - BA;ANDARAI;BA;29 984
-23,05;-50,22;ANDIRA - PR;ANDIRA;PR;5 943
-10,34;-39,83;ANDORINHA - BA;ANDORINHA;BA;13 080
-22,06;-46,56;ANDRADAS - MG;ANDRADAS;MG;19 878
-20,89;-51,37;ANDRADINA - SP;ANDRADINA;SP;15 012
-28,63;-51,57;ANDRE DA ROCHA - RS;ANDRE DA ROCHA;RS;40 553
-21,74;-44,3;ANDRELANDIA - MG;ANDRELANDIA;MG;59 783
-23,49;-48,41;ANGATUBA - SP;ANGATUBA;SP;1 135
-17,6;-42,16;ANGELANDIA - MG;ANGELANDIA;MG;11 927
-22,15;-53,77;ANGELICA - MS;ANGELICA;MS;24 022
-8,89;-36,28;ANGELIM - PE;ANGELIM;PE;7 718
-27,56;-48,98;ANGELINA - SC;ANGELINA;SC;10 729
-12;-44,69;ANGICAL - BA;ANGICAL;BA;10 241
-6,08;-42,73;ANGICAL DO PIAUI - PI;ANGICAL DO PIAUI;PI;5 358
-6,39;-47,86;ANGICO - TO;ANGICO;TO;13 732
-5,66;-36,6;ANGICOS - RN;ANGICOS;RN;6 827
-23;-44,31;ANGRA DOS REIS - RJ;ANGRA DOS REIS;RJ;2 876
-12,15;-39,24;ANGUERA - BA;ANGUERA;BA;11 632
-23,19;-51,91;ANGULO - PR;ANGULO;PR;167 434
-18,33;-48,21;ANHANGUERA - GO;ANHANGUERA;GO;11 031
-22,78;-48,12;ANHEMBI - SP;ANHEMBI;SP;3 235
-22,29;-51,38;ANHUMAS - SP;ANHUMAS;SP;924
-16,46;-49,96;ANICUNS - GO;ANICUNS;GO;5 674
-9,18;-43,04;ANISIO DE ABREU - PI;ANISIO DE ABREU;PI;4 023
-27,68;-51,13;ANITA GARIBALDI - SC;ANITA GARIBALDI;SC;18 503
-27,9;-49,12;ANITAPOLIS - SC;ANITAPOLIS;SC;9 407
-3,77;-61,64;ANORI - AM;ANORI;AM;8 285
-28,97;-52;ANTA GORDA - RS;ANTA GORDA;RS;3 593
-10,4;-38,33;ANTAS - BA;ANTAS;BA;17 194
-25,42;-48,71;ANTONINA - PR;ANTONINA;PR;5 957
-6,77;-39,98;ANTONINA DO NORTE - CE;ANTONINA DO NORTE;CE;14 206
-7,21;-44,19;ANTONIO ALMEIDA - PI;ANTONIO ALMEIDA;PI;18 091
-12,43;-39,12;ANTONIO CARDOSO - BA;ANTONIO CARDOSO;BA;7 245
-21,31;-43,74;ANTONIO CARLOS - MG;ANTONIO CARLOS;MG;3 152
-27,51;-48,76;ANTONIO CARLOS - SC;ANTONIO CARLOS;SC;11 146
-19,65;-42,87;ANTONIO DIAS - MG;ANTONIO DIAS;MG;11 224
-10,57;-40,27;ANTONIO GONCALVES - BA;ANTONIO GONCALVES;BA;11 095
-22,19;-55,94;ANTONIO JOAO - MS;ANTONIO JOAO;MS;9 219
-6,21;-37,9;ANTONIO MARTINS - RN;ANTONIO MARTINS;RN;10 862
-25,98;-50,19;ANTONIO OLINTO - PR;ANTONIO OLINTO;PR;9 303
-28,85;-51,28;ANTONIO PRADO - RS;ANTONIO PRADO;RS;6 577
-21,01;-42,1;ANTONIO PRADO DE MINAS - MG;ANTONIO PRADO DE MINAS;MG;7 018
-6,78;-38,08;APARECIDA - PB;APARECIDA;PB;13 045
-22,84;-45,23;APARECIDA - SP;APARECIDA;SP;1 538
-16,82;-49,24;APARECIDA DE GOIANIA - GO;APARECIDA DE GOIANIA;GO;32 569
-18,29;-51,14;APARECIDA DO RIO DOCE - GO;APARECIDA DO RIO DOCE;GO;7 960
-9,95;-47,97;APARECIDA DO RIO NEGRO - TO;APARECIDA DO RIO NEGRO;TO;527 796
-20,08;-51,09;APARECIDA DO TABOADO - MS;APARECIDA DO TABOADO;MS;2 907
-20,44;-50,88;APARECIDA D'OESTE - SP;APARECIDA D'OESTE;SP;4 856
-21,62;-42,1;APERIBE - RJ;APERIBE;RJ;27 674
-21,15;-41,56;APIACA - ES;APIACA;ES;4 086
-9,54;-57,44;APIACAS - MT;APIACAS;MT;11 034
-24,5;-48,84;APIAI - SP;APIAI;SP;7 223
-1,46;-45,1;APICUM-ACU - MA;APICUM-ACU;MA;8 590
-27,03;-49,39;APIUNA - SC;APIUNA;SC;24 585
-5,66;-37,79;APODI - RN;APODI;RN;17 519
-11,66;-38,08;APORA - BA;APORA;BA;9 811
-18,96;-51,92;APORE - GO;APORE;GO;36 093
-13,85;-39,74;APUAREMA - BA;APUAREMA;BA;15 922
-23,55;-51,46;APUCARANA - PR;APUCARANA;PR;4 325
-7,19;-59,89;APUI - AM;APUI;AM;6 913
-3,94;-39,43;APUIARES - CE;APUIARES;CE;130 134
-10,28;-37,01;AQUIDABA - SE;AQUIDABA;SE;20 647
-20,47;-55,78;AQUIDAUANA - MS;AQUIDAUANA;MS;12 928
-3,9;-38,39;AQUIRAZ - CE;AQUIRAZ;CE;20 131
-27,16;-52,14;ARABUTA - SC;ARABUTA;SC;46 803
-6,85;-35,38;ARACAGI - PB;ARACAGI;PB;80 645
-19,19;-44,24;ARACAI - MG;ARACAI;MG;4 378
-10,91;-37,07;ARACAJU - SE;ARACAJU;SE;16 646
-23,43;-47,06;ARACARIGUAMA - SP;ARACARIGUAMA;SP;2 181
-12,22;-38,2;ARACAS - BA;ARACAS;BA;602 757
-4,56;-37,77;ARACATI - CE;ARACATI;CE;21 522
-14,42;-41,46;ARACATU - BA;ARACATU;BA;11 557
-21,2;-50,43;ARACATUBA - SP;ARACATUBA;SP;75 113
-11,33;-38,96;ARACI - BA;ARACI;BA;13 936
-21,34;-43,37;ARACITABA - MG;ARACITABA;MG;200 124
-4,37;-38,81;ARACOIABA - CE;ARACOIABA;CE;48 294
-7,79;-35,09;ARACOIABA - PE;ARACOIABA;PE;2 049
-23,5;-47,61;ARACOIABA DA SERRA - SP;ARACOIABA DA SERRA;SP;25 553
-19,82;-40,27;ARACRUZ - ES;ARACRUZ;ES;19 243
-16,35;-49,68;ARACU - GO;ARACU;GO;32 443
-16,85;-42,07;ARACUAI - MG;ARACUAI;MG;94 765
-15,89;-52,25;ARAGARCAS - GO;ARAGARCAS;GO;3 799
-16,91;-49,45;ARAGOIANIA - GO;ARAGOIANIA;GO;34 297
-7,16;-48,52;ARAGOMINAS - TO;ARAGOMINAS;TO;18 390
-8,8;-49,55;ARAGUACEMA - TO;ARAGUACEMA;TO;11 890
-12,93;-49,82;ARAGUACU - TO;ARAGUACU;TO;5 290
-15,73;-51,83;ARAGUAIANA - MT;ARAGUAIANA;MT;5 927
-7,19;-48,2;ARAGUAINA - TO;ARAGUAINA;TO;8 133
-16,85;-53,03;ARAGUAINHA - MT;ARAGUAINHA;MT;3 795
-2,95;-45,66;ARAGUANA - MA;ARAGUANA;MA;171 301
-6,58;-48,64;ARAGUANA - TO;ARAGUANA;TO;1 010
-15,09;-50,63;ARAGUAPAZ - GO;ARAGUAPAZ;GO;11 181
-18,64;-48,18;ARAGUARI - MG;ARAGUARI;MG;4 310
-5,65;-48,12;ARAGUATINS - TO;ARAGUATINS;TO;7 153
-2,89;-41,9;ARAIOSES - MA;ARAIOSES;MA;117 808
-22,93;-55,63;ARAL MOREIRA - MS;ARAL MOREIRA;MS;31 918
-12,08;-38,49;ARAMARI - BA;ARAMARI;BA;39 052
-30,91;-51,49;ARAMBARE - RS;ARAMBARE;RS;10 748
-4,73;-45,9;ARAME - MA;ARAME;MA;9 833
-20,09;-47,78;ARAMINA - SP;ARAMINA;SP;4 112
-23,13;-49,05;ARANDU - SP;ARANDU;SP;25 517
-21,91;-44,25;ARANTINA - MG;ARANTINA;MG;5 420
-22,67;-44,44;ARAPEI - SP;ARAPEI;SP;6 885
-9,75;-36,66;ARAPIRACA - AL;ARAPIRACA;AL;2 915
-7,65;-49,06;ARAPOEMA - TO;ARAPOEMA;TO;2 330
-20,66;-42,52;ARAPONGA - MG;ARAPONGA;MG;234 696
-23,41;-51,42;ARAPONGAS - PR;ARAPONGAS;PR;5 550
-18,43;-49,18;ARAPORA - MG;ARAPORA;MG;8 048
-24,15;-49,82;ARAPOTI - PR;ARAPOTI;PR;119 138
-19,03;-46,15;ARAPUA - MG;ARAPUA;MG;8 479
-24,31;-51,78;ARAPUA - PR;ARAPUA;PR;25 777
-15,47;-58,35;ARAPUTANGA - MT;ARAPUTANGA;MT;2 631
-26,37;-48,72;ARAQUARI - SC;ARAQUARI;SC;3 527
-6,82;-35,75;ARARA - PB;ARARA;PB;14 786
-28,93;-49,48;ARARANGUA - SC;ARARANGUA;SC;45 283
-21,79;-48,17;ARARAQUARA - SP;ARARAQUARA;SP;12 212
-22,35;-47,38;ARARAS - SP;ARARAS;SP;71 922
-4,75;-40,83;ARARENDA - CE;ARARENDA;CE;242 228
-3,45;-44,78;ARARI - MA;ARARI;MA;130 866
-29,61;-50,92;ARARICA - RS;ARARICA;RS;11 096
-7,21;-40,04;ARARIPE - CE;ARARIPE;CE;29 472
-7,57;-40,49;ARARIPINA - PE;ARARIPINA;PE;8 525
-22,87;-42,34;ARARUAMA - RJ;ARARUAMA;RJ;19 783
-6,55;-35,74;ARARUNA - PB;ARARUNA;PB;85 088
-23,93;-52,49;ARARUNA - PR;ARARUNA;PR;129 671
-15,26;-39,41;ARATACA - BA;ARATACA;BA;17 189
-27,39;-52,3;ARATIBA - RS;ARATIBA;RS;14 485
-4,41;-39,04;ARATUBA - CE;ARATUBA;CE;10 191
-13,07;-39;ARATUIPE - BA;ARATUIPE;BA;6 483
-11,26;-37,62;ARAUA - SE;ARAUA;SE;11 224
-25,59;-49,41;ARAUCARIA - PR;ARAUCARIA;PR;8 677
-19,94;-45,16;ARAUJOS - MG;ARAUJOS;MG;10 318
-19,59;-46,94;ARAXA - MG;ARAXA;MG;151 666
-21,36;-46,94;ARCEBURGO - MG;ARCEBURGO;MG;9 199
-21,77;-50,46;ARCO-IRIS - SP;ARCO-IRIS;SP;111 691
-20,28;-45,53;ARCOS - MG;ARCOS;MG;9 177
