latitude;longitude;nome;municipio;UF;pop_max
-6,77;-36,73;SANTANA DO SERIDO - RN;SANTANA DO SERIDO;RN;2 733
-7,38;-37,98;SANTANA DOS GARROTES - PB;SANTANA DOS GARROTES;PB;76 963
-20,78;-43,69;SANTANA DOS MONTES - MG;SANTANA DOS MONTES;MG;3 382
-12,01;-38,86;SANTANOPOLIS - BA;SANTANOPOLIS;BA;2 820
-2,44;-54,7;SANTAREM - PA;SANTAREM;PA;3 937
-6,49;-38,47;SANTAREM - PB;SANTAREM;PB;2 088
-0,92;-47,39;SANTAREM NOVO - PA;SANTAREM NOVO;PA;23 411
-29,19;-54,86;SANTIAGO - RS;SANTIAGO;RS;4 650
-26,63;-52,68;SANTIAGO DO SUL - SC;SANTIAGO DO SUL;SC;6 723
-14,49;-57;SANTO AFONSO - MT;SANTO AFONSO;MT;9 792
-12,54;-38,71;SANTO AMARO - BA;SANTO AMARO;BA;4 653
-27,68;-48,77;SANTO AMARO DA IMPERATRIZ - SC;SANTO AMARO DA IMPERATRIZ;SC;1 645
-10,78;-37,05;SANTO AMARO DAS BROTAS - SE;SANTO AMARO DAS BROTAS;SE;22 808
-2,5;-43,25;SANTO AMARO DO MARANHAO - MA;SANTO AMARO DO MARANHAO;MA;10 441
-21,97;-51,65;SANTO ANASTACIO - SP;SANTO ANASTACIO;SP;4 402
-7,21;-36,63;SANTO ANDRE - PB;SANTO ANDRE;PB;1 505
-23,66;-46,53;SANTO ANDRE - SP;SANTO ANDRE;SP;3 293
-28,29;-54,26;SANTO ANGELO - RS;SANTO ANGELO;RS;13 174
-6,31;-35,47;SANTO ANTONIO - RN;SANTO ANTONIO;RN;2 781
-21,08;-47,15;SANTO ANTONIO DA ALEGRIA - SP;SANTO ANTONIO DA ALEGRIA;SP;10 244
-17,56;-50,63;SANTO ANTONIO DA BARRA - GO;SANTO ANTONIO DA BARRA;GO;8 066
-29,81;-50,52;SANTO ANTONIO DA PATRULHA - RS;SANTO ANTONIO DA PATRULHA;RS;7 596
-23,29;-50,07;SANTO ANTONIO DA PLATINA - PR;SANTO ANTONIO DA PLATINA;PR;10 645
-28,51;-55,22;SANTO ANTONIO DAS MISSOES - RS;SANTO ANTONIO DAS MISSOES;RS;24 262
-16,48;-49,31;SANTO ANTONIO DE GOIAS - GO;SANTO ANTONIO DE GOIAS;GO;2 576
-12,96;-39,26;SANTO ANTONIO DE JESUS - BA;SANTO ANTONIO DE JESUS;BA;2 406
-6,98;-41,23;SANTO ANTONIO DE LISBOA - PI;SANTO ANTONIO DE LISBOA;PI;20 973
-21,53;-42,18;SANTO ANTONIO DE PADUA - RJ;SANTO ANTONIO DE PADUA;RJ;30 983
-22,6;-46,91;SANTO ANTONIO DE POSSE - SP;SANTO ANTONIO DE POSSE;SP;37 834
-20,94;-44,91;SANTO ANTONIO DO AMPARO - MG;SANTO ANTONIO DO AMPARO;MG;107 618
-20,93;-50,49;SANTO ANTONIO DO ARACANGUA - SP;SANTO ANTONIO DO ARACANGUA;SP;24 755
-21,75;-42,81;SANTO ANTONIO DO AVENTUREIRO - MG;SANTO ANTONIO DO AVENTUREIRO;MG;7 024
-22,73;-52,34;SANTO ANTONIO DO CAIUA - PR;SANTO ANTONIO DO CAIUA;PR;1 670
-15,94;-48,25;SANTO ANTONIO DO DESCOBERTO - GO;SANTO ANTONIO DO DESCOBERTO;GO;6 691
-20,31;-42,6;SANTO ANTONIO DO GRAMA - MG;SANTO ANTONIO DO GRAMA;MG;3 489
-3,1;-67,94;SANTO ANTONIO DO ICA - AM;SANTO ANTONIO DO ICA;AM;5 010
-18,46;-43,3;SANTO ANTONIO DO ITAMBE - MG;SANTO ANTONIO DO ITAMBE;MG;154 105
-16,53;-40,17;SANTO ANTONIO DO JACINTO - MG;SANTO ANTONIO DO JACINTO;MG;7 030
-22,11;-46,68;SANTO ANTONIO DO JARDIM - SP;SANTO ANTONIO DO JARDIM;SP;30 628
-15,86;-56,07;SANTO ANTONIO DO LEVERGER - MT;SANTO ANTONIO DO LEVERGER;MT;32 413
-20,08;-45,29;SANTO ANTONIO DO MONTE - MG;SANTO ANTONIO DO MONTE;MG;16 954
-28,49;-52,02;SANTO ANTONIO DO PALMA - RS;SANTO ANTONIO DO PALMA;RS;3 747
-23,49;-50,64;SANTO ANTONIO DO PARAISO - PR;SANTO ANTONIO DO PARAISO;PR;2 137
-22,82;-45,66;SANTO ANTONIO DO PINHAL - SP;SANTO ANTONIO DO PINHAL;SP;46 220
-28,39;-52,69;SANTO ANTONIO DO PLANALTO - RS;SANTO ANTONIO DO PLANALTO;RS;5 514
-15,33;-42,62;SANTO ANTONIO DO RETIRO - MG;SANTO ANTONIO DO RETIRO;MG;4 214
-19,22;-43,25;SANTO ANTONIO DO RIO ABAIXO - MG;SANTO ANTONIO DO RIO ABAIXO;MG;84 421
-26,07;-53,72;SANTO ANTONIO DO SUDOESTE - PR;SANTO ANTONIO DO SUDOESTE;PR;8 987
-1,15;-48,12;SANTO ANTONIO DO TAUA - PA;SANTO ANTONIO DO TAUA;PA;10 567
-4,86;-44,36;SANTO ANTONIO DOS LOPES - MA;SANTO ANTONIO DOS LOPES;MA;12 456
-6,04;-42,71;SANTO ANTONIO DOS MILAGRES - PI;SANTO ANTONIO DOS MILAGRES;PI;11 323
-27,85;-53,77;SANTO AUGUSTO - RS;SANTO AUGUSTO;RS;44 800
-27,82;-54,66;SANTO CRISTO - RS;SANTO CRISTO;RS;4 125
-12,43;-39,25;SANTO ESTEVAO - BA;SANTO ESTEVAO;BA;5 313
-21,85;-51,39;SANTO EXPEDITO - SP;SANTO EXPEDITO;SP;7 346
-27,9;-51,64;SANTO EXPEDITO DO SUL - RS;SANTO EXPEDITO DO SUL;RS;2 696
-18,29;-44,22;SANTO HIPOLITO - MG;SANTO HIPOLITO;MG;6 569
-22,69;-51,79;SANTO INACIO - PR;SANTO INACIO;PR;3 469
-7,43;-41,91;SANTO INACIO DO PIAUI - PI;SANTO INACIO DO PIAUI;PI;8 716
-21,63;-50,5;SANTOPOLIS DO AGUAPEI - SP;SANTOPOLIS DO AGUAPEI;SP;331 942
-23,96;-46,33;SANTOS - SP;SANTOS;SP;6 116
-21,45;-43,55;SANTOS DUMONT - MG;SANTOS DUMONT;MG;48 938
-4,04;-40,86;SAO BENEDITO - CE;SAO BENEDITO;CE;1 651
-3,33;-43,52;SAO BENEDITO DO RIO PRETO - MA;SAO BENEDITO DO RIO PRETO;MA;2 519
-8,8;-35,95;SAO BENEDITO DO SUL - PE;SAO BENEDITO DO SUL;PE;56 012
-2,69;-44,82;SAO BENTO - MA;SAO BENTO;MA;27 272
-6,48;-37,45;SAO BENTO - PB;SAO BENTO;PB;11 092
-21,58;-45,07;SAO BENTO ABADE - MG;SAO BENTO ABADE;MG;13 949
-6,9;-37,72;SAO BENTO DE POMBAL - PB;SAO BENTO DE POMBAL;PB;17 963
-5,07;-36,06;SAO BENTO DO NORTE - RN;SAO BENTO DO NORTE;RN;748 919
-22,68;-45,73;SAO BENTO DO SAPUCAI - SP;SAO BENTO DO SAPUCAI;SP;2 622
-26,25;-49,37;SAO BENTO DO SUL - SC;SAO BENTO DO SUL;SC;76 917
-5,91;-48,06;SAO BENTO DO TOCANTINS - TO;SAO BENTO DO TOCANTINS;TO;22 177
-6,34;-36,08;SAO BENTO DO TRAIRI - RN;SAO BENTO DO TRAIRI;RN;6 775
-8,52;-36,44;SAO BENTO DO UNA - PE;SAO BENTO DO UNA;PE;4 267
-26,47;-52,96;SAO BERNARDINO - SC;SAO BERNARDINO;SC;42 947
-3,36;-42,41;SAO BERNARDO - MA;SAO BERNARDO;MA;44 369
-23,69;-46,56;SAO BERNARDO DO CAMPO - SP;SAO BERNARDO DO CAMPO;SP;10 300
-27,9;-48,92;SAO BONIFACIO - SC;SAO BONIFACIO;SC;7 386
-28,66;-56;SAO BORJA - RS;SAO BORJA;RS;103 055
-10,12;-36,9;SAO BRAS - AL;SAO BRAS;AL;15 246
-20,62;-43,94;SAO BRAS DO SUACUI - MG;SAO BRAS DO SUACUI;MG;5 839
-8,96;-43;SAO BRAZ DO PIAUI - PI;SAO BRAZ DO PIAUI;PI;41 325
-0,75;-48,02;SAO CAETANO DE ODIVELAS - PA;SAO CAETANO DE ODIVELAS;PA;23 244
-23,62;-46,55;SAO CAETANO DO SUL - SP;SAO CAETANO DO SUL;SP;17 285
-8,32;-36,14;SAO CAITANO - PE;SAO CAITANO;PE;8 379
-27,07;-53;SAO CARLOS - SC;SAO CARLOS;SC;3 769
-22,01;-47,89;SAO CARLOS - SP;SAO CARLOS;SP;2 493
-23,31;-52,47;SAO CARLOS DO IVAI - PR;SAO CARLOS DO IVAI;PR;72 127
-11,01;-37,2;SAO CRISTOVAO - SE;SAO CRISTOVAO;SE;4 229
-27,26;-50,44;SAO CRISTOVAO DO SUL - SC;SAO CRISTOVAO DO SUL;SC;28 211
-12,36;-44,97;SAO DESIDERIO - BA;SAO DESIDERIO;BA;3 915
-11,5;-39,54;SAO DOMINGOS - BA;SAO DOMINGOS;BA;10 327
-13,39;-46,31;SAO DOMINGOS - GO;SAO DOMINGOS;GO;6 126
-26,55;-52,53;SAO DOMINGOS - SC;SAO DOMINGOS;SC;4 099
-10,79;-37,56;SAO DOMINGOS - SE;SAO DOMINGOS;SE;27 295
-19,52;-42,01;SAO DOMINGOS DAS DORES - MG;SAO DOMINGOS DAS DORES;MG;2 091
-6,81;-37,94;SAO DOMINGOS DE POMBAL - PB;SAO DOMINGOS DE POMBAL;PB;2 125
-5,53;-48,73;SAO DOMINGOS DO ARAGUAIA - PA;SAO DOMINGOS DO ARAGUAIA;PA;7 133
-6,81;-44,64;SAO DOMINGOS DO AZEITAO - MA;SAO DOMINGOS DO AZEITAO;MA;2 089
-1,67;-47,77;SAO DOMINGOS DO CAPIM - PA;SAO DOMINGOS DO CAPIM;PA;6 629
-7,63;-36,43;SAO DOMINGOS DO CARIRI - PB;SAO DOMINGOS DO CARIRI;PB;1 808
-5,57;-44,38;SAO DOMINGOS DO MARANHAO - MA;SAO DOMINGOS DO MARANHAO;MA;23 673
-19,14;-40,62;SAO DOMINGOS DO NORTE - ES;SAO DOMINGOS DO NORTE;ES;27 461
-19,86;-42,96;SAO DOMINGOS DO PRATA - MG;SAO DOMINGOS DO PRATA;MG;14 304
-28,53;-51,88;SAO DOMINGOS DO SUL - RS;SAO DOMINGOS DO SUL;RS;2 138
-12,84;-39,08;SAO FELIPE - BA;SAO FELIPE;BA;13 902
-11,9;-61,5;SAO FELIPE D'OESTE - RO;SAO FELIPE D'OESTE;RO;15 320
-12,6;-38,97;SAO FELIX - BA;SAO FELIX;BA;52 276
-7,08;-44,81;SAO FELIX DE BALSAS - MA;SAO FELIX DE BALSAS;MA;3 000
-18,59;-41,48;SAO FELIX DE MINAS - MG;SAO FELIX DE MINAS;MG;2 349
-11,61;-50,66;SAO FELIX DO ARAGUAIA - MT;SAO FELIX DO ARAGUAIA;MT;2 717
-13,4;-44,19;SAO FELIX DO CORIBE - BA;SAO FELIX DO CORIBE;BA;6 181
-5,93;-42,11;SAO FELIX DO PIAUI - PI;SAO FELIX DO PIAUI;PI;3 646
-10,16;-46,65;SAO FELIX DO TOCANTINS - TO;SAO FELIX DO TOCANTINS;TO;3 899
-6,64;-51,99;SAO FELIX DO XINGU - PA;SAO FELIX DO XINGU;PA;418 608
-6,37;-37,18;SAO FERNANDO - RN;SAO FERNANDO;RN;42 406
-21,64;-41,74;SAO FIDELIS - RJ;SAO FIDELIS;RJ;47 640
-15,94;-44,86;SAO FRANCISCO - MG;SAO FRANCISCO;MG;18 364
-6,61;-38,09;SAO FRANCISCO - PB;SAO FRANCISCO;PB;13 113
-10,33;-36,88;SAO FRANCISCO - SE;SAO FRANCISCO;SE;4 327
-20,35;-50,69;SAO FRANCISCO - SP;SAO FRANCISCO;SP;46 395
-29,55;-55,13;SAO FRANCISCO DE ASSIS - RS;SAO FRANCISCO DE ASSIS;RS;32 235
-8,23;-41,68;SAO FRANCISCO DE ASSIS DO PIAUI - PI;SAO FRANCISCO DE ASSIS DO PIAUI;PI;4 713
-15,93;-49,26;SAO FRANCISCO DE GOIAS - GO;SAO FRANCISCO DE GOIAS;GO;3 304
-21,3;-40,96;SAO FRANCISCO DE ITABAPOANA - RJ;SAO FRANCISCO DE ITABAPOANA;RJ;11 674
-20,71;-44,98;SAO FRANCISCO DE PAULA - MG;SAO FRANCISCO DE PAULA;MG;83 277
-29,44;-50,58;SAO FRANCISCO DE PAULA - RS;SAO FRANCISCO DE PAULA;RS;5 654
-19,86;-49,77;SAO FRANCISCO DE SALES - MG;SAO FRANCISCO DE SALES;MG;3 792
-5,12;-47,38;SAO FRANCISCO DO BREJAO - MA;SAO FRANCISCO DO BREJAO;MA;49 449
-12,62;-38,68;SAO FRANCISCO DO CONDE - BA;SAO FRANCISCO DO CONDE;BA;2 684
-20,78;-42,26;SAO FRANCISCO DO GLORIA - MG;SAO FRANCISCO DO GLORIA;MG;26 943
-12,05;-63,56;SAO FRANCISCO DO GUAPORE - RO;SAO FRANCISCO DO GUAPORE;RO;810 729
-6,25;-42,85;SAO FRANCISCO DO MARANHAO - MA;SAO FRANCISCO DO MARANHAO;MA;2 946
-5,97;-38,15;SAO FRANCISCO DO OESTE - RN;SAO FRANCISCO DO OESTE;RN;59 676
-1,16;-47,79;SAO FRANCISCO DO PARA - PA;SAO FRANCISCO DO PARA;PA;6 555
-7,25;-42,54;SAO FRANCISCO DO PIAUI - PI;SAO FRANCISCO DO PIAUI;PI;3 989
-26,24;-48,63;SAO FRANCISCO DO SUL - SC;SAO FRANCISCO DO SUL;SC;4 358
-11,22;-41,91;SAO GABRIEL - BA;SAO GABRIEL;BA;37 126
-30,33;-54,32;SAO GABRIEL - RS;SAO GABRIEL;RS;16 666
-0,13;-67,08;SAO GABRIEL DA CACHOEIRA - AM;SAO GABRIEL DA CACHOEIRA;AM;165 655
-19,01;-40,53;SAO GABRIEL DA PALHA - ES;SAO GABRIEL DA PALHA;ES;254 857
-19,39;-54,56;SAO GABRIEL DO OESTE - MS;SAO GABRIEL DO OESTE;MS;10 282
-20,92;-42,83;SAO GERALDO - MG;SAO GERALDO;MG;6 587
-18,83;-42,28;SAO GERALDO DA PIEDADE - MG;SAO GERALDO DA PIEDADE;MG;95 612
-6,4;-48,55;SAO GERALDO DO ARAGUAIA - PA;SAO GERALDO DO ARAGUAIA;PA;6 084
-18,9;-41,36;SAO GERALDO DO BAIXIO - MG;SAO GERALDO DO BAIXIO;MG;32 828
-22,82;-43,05;SAO GONCALO - RJ;SAO GONCALO;RJ;10 327
-18,33;-45,83;SAO GONCALO DO ABAETE - MG;SAO GONCALO DO ABAETE;MG;9 711
-3,6;-38,96;SAO GONCALO DO AMARANTE - CE;SAO GONCALO DO AMARANTE;CE;9 226
-5,79;-35,32;SAO GONCALO DO AMARANTE - RN;SAO GONCALO DO AMARANTE;RN;8 426
-10,03;-45,3;SAO GONCALO DO GURGUEIA - PI;SAO GONCALO DO GURGUEIA;PI;2 595
-19,98;-44,85;SAO GONCALO DO PARA - MG;SAO GONCALO DO PARA;MG;5 626
-5,99;-42,7;SAO GONCALO DO PIAUI - PI;SAO GONCALO DO PIAUI;PI;21 092
-19,82;-43,36;SAO GONCALO DO RIO ABAIXO - MG;SAO GONCALO DO RIO ABAIXO;MG;7 992
-18;-43,39;SAO GONCALO DO RIO PRETO - MG;SAO GONCALO DO RIO PRETO;MG;30 599
-21,89;-45,59;SAO GONCALO DO SAPUCAI - MG;SAO GONCALO DO SAPUCAI;MG;2 585
-12,43;-38,96;SAO GONCALO DOS CAMPOS - BA;SAO GONCALO DOS CAMPOS;BA;34 034
-19,31;-46,04;SAO GOTARDO - MG;SAO GOTARDO;MG;8 589
-29,95;-51,72;SAO JERONIMO - RS;SAO JERONIMO;RS;17 392
-23,72;-50,74;SAO JERONIMO DA SERRA - PR;SAO JERONIMO DA SERRA;PR;2 754
-8,87;-36,36;SAO JOAO - PE;SAO JOAO;PE;20 283
-25,82;-52,72;SAO JOAO - PR;SAO JOAO;PR;5 258
-2,95;-44,8;SAO JOAO BATISTA - MA;SAO JOAO BATISTA;MA;11 026
-27,27;-48,84;SAO JOAO BATISTA - SC;SAO JOAO BATISTA;SC;4 402
-20,64;-46,5;SAO JOAO BATISTA DO GLORIA - MG;SAO JOAO BATISTA DO GLORIA;MG;3 200
0,95;-59,91;SAO JOAO DA BALIZA - RR;SAO JOAO DA BALIZA;RR;13 621
-21,64;-41,05;SAO JOAO DA BARRA - RJ;SAO JOAO DA BARRA;RJ;15 194
-21,96;-46,79;SAO JOAO DA BOA VISTA - SP;SAO JOAO DA BOA VISTA;SP;2 842
-6,81;-41,34;SAO JOAO DA CANABRAVA - PI;SAO JOAO DA CANABRAVA;PI;1 783
-3,95;-41,25;SAO JOAO DA FRONTEIRA - PI;SAO JOAO DA FRONTEIRA;PI;65 418
-16,85;-44,35;SAO JOAO DA LAGOA - MG;SAO JOAO DA LAGOA;MG;3 492
-21,93;-45,92;SAO JOAO DA MATA - MG;SAO JOAO DA MATA;MG;38 961
-16,81;-50,41;SAO JOAO DA PARAUNA - GO;SAO JOAO DA PARAUNA;GO;52 762
-0,85;-47,92;SAO JOAO DA PONTA - PA;SAO JOAO DA PONTA;PA;3 243
-15,92;-44;SAO JOAO DA PONTE - MG;SAO JOAO DA PONTE;MG;3 137
-5,51;-41,89;SAO JOAO DA SERRA - PI;SAO JOAO DA SERRA;PI;2 602
-27,82;-51,82;SAO JOAO DA URTIGA - RS;SAO JOAO DA URTIGA;RS;17 618
-6,94;-41,89;SAO JOAO DA VARJOTA - PI;SAO JOAO DA VARJOTA;PI;5 572
-14,7;-47,52;SAO JOAO D'ALIANCA - GO;SAO JOAO D'ALIANCA;GO;6 378
-20,38;-50,37;SAO JOAO DAS DUAS PONTES - SP;SAO JOAO DAS DUAS PONTES;SP;45 059
-14,88;-44,09;SAO JOAO DAS MISSOES - MG;SAO JOAO DAS MISSOES;MG;21 893
-20,51;-50,35;SAO JOAO DE IRACEMA - SP;SAO JOAO DE IRACEMA;SP;6 187
-22,8;-43,37;SAO JOAO DE MERITI - RJ;SAO JOAO DE MERITI;RJ;5 732
-0,76;-47,17;SAO JOAO DE PIRABAS - PA;SAO JOAO DE PIRABAS;PA;9 051
-21,13;-44,26;SAO JOAO DEL REI - MG;SAO JOAO DEL REI;MG;38 733
-5,35;-48,79;SAO JOAO DO ARAGUAIA - PA;SAO JOAO DO ARAGUAIA;PA;4 800
-3,81;-42,44;SAO JOAO DO ARRAIAL - PI;SAO JOAO DO ARRAIAL;PI;16 286
-22,85;-52,33;SAO JOAO DO CAIUA - PR;SAO JOAO DO CAIUA;PR;12 064
-7,39;-36,53;SAO JOAO DO CARIRI - PB;SAO JOAO DO CARIRI;PB;4 161
-3,55;-46,25;SAO JOAO DO CARU - MA;SAO JOAO DO CARU;MA;14 894
-26,61;-48,76;SAO JOAO DO ITAPERIU - SC;SAO JOAO DO ITAPERIU;SC;5 392
-23,98;-51,81;SAO JOAO DO IVAI - PR;SAO JOAO DO IVAI;PR;52 674
-5,27;-38,27;SAO JOAO DO JAGUARIBE - CE;SAO JOAO DO JAGUARIBE;CE;58 487
-20,39;-42,15;SAO JOAO DO MANHUACU - MG;SAO JOAO DO MANHUACU;MG;18 600
-18,72;-41,16;SAO JOAO DO MANTENINHA - MG;SAO JOAO DO MANTENINHA;MG;51 795
-27,09;-53,59;SAO JOAO DO OESTE - SC;SAO JOAO DO OESTE;SC;32 252
-19,33;-42,15;SAO JOAO DO ORIENTE - MG;SAO JOAO DO ORIENTE;MG;29 579
-16,54;-44,51;SAO JOAO DO PACUI - MG;SAO JOAO DO PACUI;MG;10 282
-6,46;-47,05;SAO JOAO DO PARAISO - MA;SAO JOAO DO PARAISO;MA;3 305
-15,31;-42,01;SAO JOAO DO PARAISO - MG;SAO JOAO DO PARAISO;MG;24 255
-21,26;-51,66;SAO JOAO DO PAU D'ALHO - SP;SAO JOAO DO PAU D'ALHO;SP;3 143
-8,35;-42,24;SAO JOAO DO PIAUI - PI;SAO JOAO DO PIAUI;PI;896 744
-29,61;-53,44;SAO JOAO DO POLESINE - RS;SAO JOAO DO POLESINE;RS;7 375
-6,72;-38,44;SAO JOAO DO RIO DO PEIXE - PB;SAO JOAO DO RIO DO PEIXE;PB;115 838
-6,71;-37,2;SAO JOAO DO SABUGI - RN;SAO JOAO DO SABUGI;RN;54 143
-5,11;-43,81;SAO JOAO DO SOTER - MA;SAO JOAO DO SOTER;MA;2 947
-29,22;-49,81;SAO JOAO DO SUL - SC;SAO JOAO DO SUL;SC;11 770
-8,07;-36,84;SAO JOAO DO TIGRE - PB;SAO JOAO DO TIGRE;PB;4 837
-25,68;-50,29;SAO JOAO DO TRIUNFO - PR;SAO JOAO DO TRIUNFO;PR;11 850
-6,49;-43,7;SAO JOAO DOS PATOS - MA;SAO JOAO DOS PATOS;MA;3 032
-18,54;-42,76;SAO JOAO EVANGELISTA - MG;SAO JOAO EVANGELISTA;MG;23 959
-21,54;-43,01;SAO JOAO NEPOMUCENO - MG;SAO JOAO NEPOMUCENO;MG;39 513
-28,29;-49,93;SAO JOAQUIM - SC;SAO JOAQUIM;SC;40 910
-20,58;-47,85;SAO JOAQUIM DA BARRA - SP;SAO JOAQUIM DA BARRA;SP;21 028
-20,04;-44,27;SAO JOAQUIM DE BICAS - MG;SAO JOAQUIM DE BICAS;MG;10 830
-8,43;-35,8;SAO JOAQUIM DO MONTE - PE;SAO JOAQUIM DO MONTE;PE;23 837
-28,49;-51,7;SAO JORGE - RS;SAO JORGE;RS;11 886
-23,43;-52,29;SAO JORGE DO IVAI - PR;SAO JORGE DO IVAI;PR;32 687
-23,74;-53,92;SAO JORGE DO PATROCINIO - PR;SAO JORGE DO PATROCINIO;PR;18 544
-25,7;-52,91;SAO JORGE D'OESTE - PR;SAO JORGE D'OESTE;PR;7 652
-27,61;-48,62;SAO JOSE - SC;SAO JOSE;SC;8 858
-20,71;-46,31;SAO JOSE DA BARRA - MG;SAO JOSE DA BARRA;MG;36 573
-20,59;-47,64;SAO JOSE DA BELA VISTA - SP;SAO JOSE DA BELA VISTA;SP;92 547
-23,91;-49,65;SAO JOSE DA BOA VISTA - PR;SAO JOSE DA BOA VISTA;PR;4 242
-8,89;-35,14;SAO JOSE DA COROA GRANDE - PE;SAO JOSE DA COROA GRANDE;PE;5 522
-6,94;-38,16;SAO JOSE DA LAGOA TAPADA - PB;SAO JOSE DA LAGOA TAPADA;PB;4 822
-9,01;-36,05;SAO JOSE DA LAJE - AL;SAO JOSE DA LAJE;AL;2 914
-19,7;-43,95;SAO JOSE DA LAPA - MG;SAO JOSE DA LAPA;MG;1 774
-18,32;-42,14;SAO JOSE DA SAFIRA - MG;SAO JOSE DA SAFIRA;MG;4 430
-9,55;-37,38;SAO JOSE DA TAPERA - AL;SAO JOSE DA TAPERA;AL;23 930
-19,71;-44,55;SAO JOSE DA VARGINHA - MG;SAO JOSE DA VARGINHA;MG;6 114
-15,08;-39,33;SAO JOSE DA VITORIA - BA;SAO JOSE DA VITORIA;BA;4 461
-27,78;-53,12;SAO JOSE DAS MISSOES - RS;SAO JOSE DAS MISSOES;RS;4 383
-24,83;-54,06;SAO JOSE DAS PALMEIRAS - PR;SAO JOSE DAS PALMEIRAS;PR;14 041
-7,24;-38,3;SAO JOSE DE CAIANA - PB;SAO JOSE DE CAIANA;PB;2 580
-6,84;-37,32;SAO JOSE DE ESPINHARAS - PB;SAO JOSE DE ESPINHARAS;PB;13 024
-6,07;-35,23;SAO JOSE DE MIPIBU - RN;SAO JOSE DE MIPIBU;RN;1 846
-7,12;-38,5;SAO JOSE DE PIRANHAS - PB;SAO JOSE DE PIRANHAS;PB;440 962
-7,73;-38,09;SAO JOSE DE PRINCESA - PB;SAO JOSE DE PRINCESA;PB;20 689
-2,56;-44,05;SAO JOSE DE RIBAMAR - MA;SAO JOSE DE RIBAMAR;MA;90 225
-21,35;-41,94;SAO JOSE DE UBA - RJ;SAO JOSE DE UBA;RJ;13 664
-22,32;-45,52;SAO JOSE DO ALEGRE - MG;SAO JOSE DO ALEGRE;MG;8 186
-22,64;-44,57;SAO JOSE DO BARREIRO - SP;SAO JOSE DO BARREIRO;SP;5 586
-7,86;-38,76;SAO JOSE DO BELMONTE - PE;SAO JOSE DO BELMONTE;PE;4 226
-7,16;-37,3;SAO JOSE DO BONFIM - PB;SAO JOSE DO BONFIM;PB;12 251
-6,21;-37,35;SAO JOSE DO BREJO DO CRUZ - PB;SAO JOSE DO BREJO DO CRUZ;PB;4 463
-21,02;-41,65;SAO JOSE DO CALCADO - ES;SAO JOSE DO CALCADO;ES;10 667
-6,31;-35,71;SAO JOSE DO CAMPESTRE - RN;SAO JOSE DO CAMPESTRE;RN;5 855
-26,45;-53,49;SAO JOSE DO CEDRO - SC;SAO JOSE DO CEDRO;SC;11 246
-27,66;-50,58;SAO JOSE DO CERRITO - SC;SAO JOSE DO CERRITO;SC;5 331
-18,47;-41,38;SAO JOSE DO DIVINO - MG;SAO JOSE DO DIVINO;MG;6 295
-3,81;-41,83;SAO JOSE DO DIVINO - PI;SAO JOSE DO DIVINO;PI;7 070
-7,47;-37,27;SAO JOSE DO EGITO - PE;SAO JOSE DO EGITO;PE;3 972
-19,92;-42,7;SAO JOSE DO GOIABAL - MG;SAO JOSE DO GOIABAL;MG;23 910
-29,04;-52,29;SAO JOSE DO HERVAL - RS;SAO JOSE DO HERVAL;RS;9 904
-29,52;-51,25;SAO JOSE DO HORTENCIO - RS;SAO JOSE DO HORTENCIO;RS;2 242
-27,72;-54,12;SAO JOSE DO INHACORA - RS;SAO JOSE DO INHACORA;RS;21 421
-11,41;-39,86;SAO JOSE DO JACUIPE - BA;SAO JOSE DO JACUIPE;BA;2 649
-18,27;-42,67;SAO JOSE DO JACURI - MG;SAO JOSE DO JACURI;MG;17 964
-20;-41,74;SAO JOSE DO MANTIMENTO - MG;SAO JOSE DO MANTIMENTO;MG;5 956
-32,01;-52,04;SAO JOSE DO NORTE - RS;SAO JOSE DO NORTE;RS;16 889
-27,76;-51,59;SAO JOSE DO OURO - RS;SAO JOSE DO OURO;RS;8 668
-7,49;-42,56;SAO JOSE DO PEIXE - PI;SAO JOSE DO PEIXE;PI;4 263
-6,87;-41,47;SAO JOSE DO PIAUI - PI;SAO JOSE DO PIAUI;PI;13 726
-16,46;-54,25;SAO JOSE DO POVO - MT;SAO JOSE DO POVO;MT;25 020
-13,44;-56,72;SAO JOSE DO RIO CLARO - MT;SAO JOSE DO RIO CLARO;MT;15 315
-21,59;-46,88;SAO JOSE DO RIO PARDO - SP;SAO JOSE DO RIO PARDO;SP;25 565
-20,82;-49,37;SAO JOSE DO RIO PRETO - SP;SAO JOSE DO RIO PRETO;SP;25 939
-6,77;-36,79;SAO JOSE DO SABUGI - PB;SAO JOSE DO SABUGI;PB;48 558
-6,44;-36,87;SAO JOSE DO SERIDO - RN;SAO JOSE DO SERIDO;RN;34 348
-22,15;-42,92;SAO JOSE DO VALE DO RIO PRETO - RJ;SAO JOSE DO VALE DO RIO PRETO;RJ;20 037
-10,8;-52,74;SAO JOSE DO XINGU - MT;SAO JOSE DO XINGU;MT;2 912
-28,74;-50,06;SAO JOSE DOS AUSENTES - RS;SAO JOSE DOS AUSENTES;RS;5 168
-5,05;-44,58;SAO JOSE DOS BASILIOS - MA;SAO JOSE DOS BASILIOS;MA;6 504
-23,17;-45,88;SAO JOSE DOS CAMPOS - SP;SAO JOSE DOS CAMPOS;SP;9 378
-7,39;-36,8;SAO JOSE DOS CORDEIROS - PB;SAO JOSE DOS CORDEIROS;PB;270 299
